27,ua_22_27,1.0,Ветеринарні лікарські засоби, призначені для тварин, яких утримують виключно як домашніх тварин (стаття 5(6) Регламенту 2019/6),3,MarketingAuthorisationApplicationLegalBasis
28,ua_22_28,1.0,Препарати для паралельної торгівлі, як зазначено в статті 102 Регламенту 2019/6,3,MarketingAuthorisationApplicationLegalBasis
29,ua_22_29,1.0,Повна заява (стаття 8(3) Директиви № 2001/83/ЄС),1,MarketingAuthorisationApplicationLegalBasis
30,ua_22_30,1.0,Нова діюча речовина (стаття 8(3) Директиви № 2001/83/ЄС),1,MarketingAuthorisationApplicationLegalBasis
31,ua_22_31,1.0,Відома діюча речовина (стаття 8(3) Директиви № 2001/83/ЄC),1,MarketingAuthorisationApplicationLegalBasis
32,ua_22_32,1.0,Заява на генерик, гібридна заява або заява на подібний біологічний препарат (стаття 10 Директиви № 2001/83/ЄС),1,MarketingAuthorisationApplicationLegalBasis
33,ua_22_33,1.0,Заява на генерик (стаття 10(1) Директиви № 2001/83/ЄС),1,MarketingAuthorisationApplicationLegalBasis
34,ua_22_34,1.0,Гібридн заява (стаття 10(3) Директиви № 2001/83/ЄС),1,MarketingAuthorisationApplicationLegalBasis
35,ua_22_35,1.0,Подібна біологічна заява (стаття 10(4) Директиви № 2001/83/ЄС),1,MarketingAuthorisationApplicationLegalBasis
36,ua_22_36,1.0,Зява на лікарський засіб з добре вивченим застосуванням (стаття 10а Директиви № 2001/83/ЄС),1,MarketingAuthorisationApplicationLegalBasis
37,ua_22_37,1.0,Заява на фіксовану комбінацію (стаття 10b Директиви № 2001/83/ЄС),1,MarketingAuthorisationApplicationLegalBasis
38,ua_22_38,1.0,Заява інформованої згоди (стаття 10c Директиви № 2001/83/ЄC),1,MarketingAuthorisationApplicationLegalBasis
39,ua_22_39,1.0,Заява на реєстрацію рослинного лікарського засобу для традиційного застосування (стаття 16а Директиви № 2001/83/ЄС),1,MarketingAuthorisationApplicationLegalBasis
40,ua_22_40,1.0,Повна заява (стаття 12(3) Директиви № 2001/82/ЄС),3,MarketingAuthorisationApplicationLegalBasis
41,ua_22_41,1.0,Повна заява - Нова діюча речовина (стаття 12(3) Директиви № 2001/82/ЄC),3,MarketingAuthorisationApplicationLegalBasis
42,ua_22_42,1.0,Повна заява - відома діюча речовина (стаття 12(3) Директиви № 2001/82/EC),1,MarketingAuthorisationApplicationLegalBasis
43,ua_22_43,1.0,Заява на генерик, гібридна заява або заява на подібний біологічний препарат (стаття 13 Директиви № 2001/82/ЄС),4,MarketingAuthorisationApplicationLegalBasis
44,ua_22_44,1.0,Заява на генерик (стаття 13(1) Директиви № 2001/82/ЄС),3,MarketingAuthorisationApplicationLegalBasis
45,ua_22_45,1.0,Гібридна заява (стаття 13(3) Директиви № 2001/82/ЄС),3,MarketingAuthorisationApplicationLegalBasis
46,ua_22_46,1.0,Заява на подібний біологічний препарат (стаття 13(4) Директиви № 2001/82/ЄС),3,MarketingAuthorisationApplicationLegalBasis
47,ua_22_47,1.0,Заява на добре вивчене застосування (стаття 13a Директиви № 2001/82/ЄC),3,MarketingAuthorisationApplicationLegalBasis
48,ua_22_48,1.0,Заявка на фіксовану комбінацію (стаття 13b Директиви № 2001/82/ЄС),3,MarketingAuthorisationApplicationLegalBasis
49,ua_22_49,1.0,Заява інформованої згоди (стаття 13c Директиви № 2001/82/EC),3,MarketingAuthorisationApplicationLegalBasis
50,ua_22_50,1.0,Заява на імунологічний ветеринарний лікарський засіб (стаття 13d Директиви № 2001/82/ЄС),3,MarketingAuthorisationApplicationLegalBasis
51,ua_22_51,1.0,Допоміжна лікарська речовина/похідна крові (стаття 1(4) обох Директив № 93/42/ЄЕС та 90/385/ЄЕС),1,MarketingAuthorisationApplicationLegalBasis
52,ua_22_52,1.0,Бібліографічна завява (самостійна),3,MarketingAuthorisationApplicationLegalBasis
53,ua_22_53,1.0,Інформована згода (скорочена заява) - Директива Ради 81/851/EEC,3,MarketingAuthorisationApplicationLegalBasis
54,ua_22_54,1.0,Фіксована комбінація,3,MarketingAuthorisationApplicationLegalBasis
55,ua_22_55,1.0,Повна заява (незалежна),3,MarketingAuthorisationApplicationLegalBasis
56,ua_22_56,1.0,Повна змішана заява,3,MarketingAuthorisationApplicationLegalBasis
57,ua_22_57,1.0,Генерична (скорочена заява) - стаття 10(1),3,MarketingAuthorisationApplicationLegalBasis
58,ua_22_58,1.0,Останній абзац (скорочена заява),3,MarketingAuthorisationApplicationLegalBasis
59,ua_22_59,1.0,Повна заявка (незалежна) - Додаток до Регламенту Ради (ЄЕС) № 2309/93,3,MarketingAuthorisationApplicationLegalBasis
60,ua_22_60,1.0,Повна заява (незалежна) - Директива № 2001/82/ЄC,3,MarketingAuthorisationApplicationLegalBasis
61,ua_22_61,1.0,Генерична (скорочена заява) - стаття 13(1),3,MarketingAuthorisationApplicationLegalBasis
62,ua_22_62,1.0,Інформована згода (скорочена заява) – ст. 10c,3,MarketingAuthorisationApplicationLegalBasis
63,ua_22_63,1.0,Повна заява (незалежна) - Директива Ради 81/851/ЄEC,3,MarketingAuthorisationApplicationLegalBasis
64,ua_22_64,1.0,Стаття 58 Регламенту (ЄС) № 726/2004,3,MarketingAuthorisationApplicationLegalBasis
65,ua_22_65,1.0,Інформована згода (скорочена заява) - Регламент Ради 2001/82/ЄC,3,MarketingAuthorisationApplicationLegalBasis
66,ua_22_66,1.0,Лікарський засіб, ліцензований відповідно до статті 126а Директиви № 2001/83/ЄС,1,MarketingAuthorisationApplicationLegalBasis
67,ua_22_67,1.0,Спрощена заява на реєстрацію гомеопатичного лікарського засобу (стаття 14 Директиви № 2001/83/ЄC),1,MarketingAuthorisationApplicationLegalBasis
68,ua_22_68,1.0,Гібридна заява – зміна терапевтичного показання(нь) (стаття 19(1)(a) Регламенту (ЄС) 2019/6),1,MarketingAuthorisationApplicationLegalBasis
69,ua_22_69,1.0,Гібридна заява – зміна сили дії (стаття 19(1)(a) Регламенту (ЄС) 2019/6),1,MarketingAuthorisationApplicationLegalBasis
70,ua_22_70,1.0,Гібридна заява – зміна способу введення (стаття 19(1)(a) Регламенту (ЄС) 2019/6),1,MarketingAuthorisationApplicationLegalBasis
71,ua_22_71,1.0,Гібридна заява – зміна лікарської форми (стаття 19(1)(a) Регламенту (ЄС) 2019/6),1,MarketingAuthorisationApplicationLegalBasis
72,ua_22_72,1.0,Гібридна заява – дослідження біодоступності не можна використовувати для демонстрації біоеквівалентності (стаття 19(1)(b) Регламенту (ЄС) 2019/6),1,MarketingAuthorisationApplicationLegalBasis
73,ua_22_73,1.0,Гібридна заява – відмінності в сировині або в процесах виробництва біологічних ветеринарних лікарських засобів (стаття 19(1)(c) Регламенту (ЄС) 2019/6),1,MarketingAuthorisationApplicationLegalBasis
74,ua_22_74,1.0,Гібридна заява (стаття 19(1) Регламенту (ЄС) 2019/6),1,MarketingAuthorisationApplicationLegalBasis
75,ua_22_75,1.0,Гібридна заява - зміна цільових видів (стаття 19(1)(a) Регламенту (ЄС) 2019/6),1,MarketingAuthorisationApplicationLegalBasis
76,ua_22_76,1.0,Гібридна заява - зміна періоду відкликання (стаття 19(1)(a) Регламенту (ЄС) 2019/6),1,MarketingAuthorisationApplicationLegalBasis
77,ua_22_77,1.0,Гібридна заява - інше (стаття 19(1)(a) Регламенту (ЄС) 2019/6),1,MarketingAuthorisationApplicationLegalBasis
78,ua_22_78,1.0,Повна заява (стаття 8 Регламенту (ЄС) 2019/6),1,MarketingAuthorisationApplicationLegalBasis
