68786,ГІДРОКСИПРОПІЛ ДИКРАХМАЛЮ ФОСФАТ
68786,Натрію гідроксид
68786,ВОДА, ОЧИЩЕНА
68785,Тербінафіну гідрохлорид
68785,Феноксіетанол
68785,Етилгексилгліцерин
68785,Пропіленгліколь
68785,Ізопропілміристат
68785,Диметикон
68785,Полісорбат 60
68785,Сорбітану стеарат
68785,ГІДРОКСИПРОПІЛ ДИКРАХМАЛЮ ФОСФАТ
68785,Натрію гідроксид
68785,ВОДА, ОЧИЩЕНА
68779,*цмину піщаного квітки
68778,*цмину піщаного квітки
68773,*цмину піщаного квітки
68772,*цмину піщаного квітки
68771,*цмину піщаного квітки
68758,Вода для ін'єкцій
68758,ЕТАНОЛ (96 ВІДСОТКІВ)
68746,Лакозамід
68746,FD&C СИНІЙ
68746,ЦЕЛЮЛОЗА МІКРОКРИСТАЛІЧНА
68746,Низькозаміщена гідроксипропілцелюлоза (LH-B1)
68746,Кросповідон
68746,Гідроксипропілцелюлоза LF
68746,Магнію стеарат
68746,Полі(вініловий спирт)
68746,Титану діоксид
68746,Макрогол 3350
68746,Тальк
68746,Індигокармін алюмінієвий лак - Е132
68746,*кремнію діоксид колоїдний зневоднений
68745,Лакозамід
68745,FD&C СИНІЙ
68745,ЦЕЛЮЛОЗА МІКРОКРИСТАЛІЧНА
68745,Низькозаміщена гідроксипропілцелюлоза (LH-B1)
68745,Кросповідон
68745,Гідроксипропілцелюлоза LF
68745,Магнію стеарат
68745,Полі(вініловий спирт)
68745,Титану діоксид
68745,Макрогол 3350
68745,Тальк
68745,Індигокармін алюмінієвий лак - Е132
68745,*кремнію діоксид колоїдний зневоднений
68740,COLCHICUM AUTUMNALE
68740,Коповідон
68740,СТЕАРИНОВА КИСЛОТА 50%
68740,Кукурудзяний крохмаль
68740,Повідон K29
68740,Титану діоксид
68740,МАГНІЮ ОКСИД, ЛЕГКИЙ
68740,АКАЦІЯ
68740,Сахароза
68740,ШЕЛАК
68740,Кроскармелоза натрію
68740,Opalux AS-250000 червоний
68740,*поліетиленгліколь 6000 polyethylene glycol 6000
68740,Тальк
68740,КАРНАУБСЬКИЙ ВІСК
68740,Лактози моногідрат
68740,ЦЕЛЮЛОЗА МІКРОКРИСТАЛІЧНА
68740,Магнію стеарат
68740,Тальк
68739,COLCHICUM AUTUMNALE
68739,КАРНАУБСЬКИЙ ВІСК
68739,Лактози моногідрат
68739,ЦЕЛЮЛОЗА МІКРОКРИСТАЛІЧНА
68739,Магнію стеарат
68739,Тальк
68739,Коповідон
68739,СТЕАРИНОВА КИСЛОТА 50%
68739,Кукурудзяний крохмаль
68739,Повідон K29
68739,Титану діоксид
68739,МАГНІЮ ОКСИД, ЛЕГКИЙ
68739,АКАЦІЯ
68739,Сахароза
68739,ШЕЛАК
68739,Кроскармелоза натрію
68739,Opalux AS-250000 червоний
68739,*поліетиленгліколь 6000 polyethylene glycol 6000
68739,Тальк
68738,COLCHICUM AUTUMNALE
68738,КАРНАУБСЬКИЙ ВІСК
68738,Лактози моногідрат
68738,ЦЕЛЮЛОЗА МІКРОКРИСТАЛІЧНА
68738,Магнію стеарат
68738,Тальк
68738,Коповідон
68738,СТЕАРИНОВА КИСЛОТА 50%
68738,Кукурудзяний крохмаль
68738,Повідон K29
68738,Титану діоксид
68738,МАГНІЮ ОКСИД, ЛЕГКИЙ
68738,АКАЦІЯ
68738,Сахароза
68738,ШЕЛАК
68738,Кроскармелоза натрію
68738,Opalux AS-250000 червоний
68738,*поліетиленгліколь 6000 polyethylene glycol 6000
68738,Тальк
68711,РІОЦИГУАТ
68711,Гіпромелоза
68711,Лактози моногідрат
68711,Магнію стеарат
68711,Натрію лаурилсульфат
68711,Гідроксипропілцелюлоза LF
68711,Пропіленгліколь
68711,ЗАЛІЗА ОКСИД ЧЕРВОНИЙ (E172)
68711,Титану діоксид
68711,ОКСИД ЗАЛІЗА ЖОВТИЙ (E172)
68711,ЦЕЛЮЛОЗА МІКРОКРИСТАЛІЧНА
68711,Кросповідон
27294,Азитроміцин
27294,Сахароза
27294,НАТРІЮ ФОСФАТ
27294,Гідроксипропілцелюлоза LF
27294,Ксантанова камедь
27294,КОЛОЇДНИЙ БЕЗВОДНИЙ КРЕМНІЮ ГІДРОКСИД
27294,Ароматизатор "Вишня"
27294,Ароматизатор "Банан"
27294,Ароматизатор "Ваніль"
27293,Азитроміцин
27293,КОЛОЇДНИЙ БЕЗВОДНИЙ КРЕМНІЮ ГІДРОКСИД
27293,Ароматизатор "Вишня"
27293,Ароматизатор "Банан"
27293,Ароматизатор "Ваніль"
27293,Сахароза
27293,НАТРІЮ ФОСФАТ
27293,Гідроксипропілцелюлоза LF
27293,Ксантанова камедь
27292,Азитроміцин
27292,Сахароза
27292,НАТРІЮ ФОСФАТ
27292,Гідроксипропілцелюлоза LF
27292,Ксантанова камедь
27292,КОЛОЇДНИЙ БЕЗВОДНИЙ КРЕМНІЮ ГІДРОКСИД
27292,Ароматизатор "Вишня"
27292,Ароматизатор "Банан"
27292,Ароматизатор "Ваніль"
27291,Азитроміцин
27291,ЦЕЛЮЛОЗА МІКРОКРИСТАЛІЧНА
27291,Натрію лаурилсульфат
27291,Магнію стеарат
27291,Титану діоксид
27291,ЖЕЛАТИН
27290,Азитроміцин
27290,ЦЕЛЮЛОЗА МІКРОКРИСТАЛІЧНА
27290,Натрію лаурилсульфат
27290,Магнію стеарат
27290,Титану діоксид
27290,ЖЕЛАТИН
27289,Азитроміцин
27289,КАЛЬЦІЮ ГІДРОГЕНУ ФОСФАТ ДИГІДРАТ, EP
27289,КУКУРУДЗЯНИЙ КРОХМАЛЬ ПРЕЖЕЛАТИНІЗОВАНИЙ
27289,Кроскармелоза натрію
27289,Натрію лаурилсульфат
27289,Магнію стеарат
27289,Opadry II 31K58902 білий
27288,Азитроміцин
27288,КАЛЬЦІЮ ГІДРОГЕНУ ФОСФАТ ДИГІДРАТ, EP
27288,КУКУРУДЗЯНИЙ КРОХМАЛЬ ПРЕЖЕЛАТИНІЗОВАНИЙ
27288,Кроскармелоза натрію
27288,Натрію лаурилсульфат
27288,Магнію стеарат
27288,Opadry II 31K58902 білий
27287,Кларитроміцин
27287,Лактози моногідрат
27287,Кукурудзяний крохмаль
27287,Повідон
27287,Кроскармелоза натрію
27287,Магнію стеарат
27287,ЦЕЛЮЛОЗА МІКРОКРИСТАЛІЧНА
27287,Тальк
27287,Натрію лаурилсульфат
27286,Кларитроміцин
27286,Лактози моногідрат
27286,Кукурудзяний крохмаль
27286,Повідон
27286,Кроскармелоза натрію
27286,ЦЕЛЮЛОЗА МІКРОКРИСТАЛІЧНА
27286,Тальк
27286,Натрію лаурилсульфат
27285,Азитроміцин
27285,Кроскармелоза натрію
27285,КРОХМАЛЬ, ПРЕЖЕЛАТИНІЗОВАНИЙ
27285,Гіпромелоза 5CP (e464)
27285,ВОДА, ОЧИЩЕНА
27285,Натрію лаурилсульфат
27285,Магнію стеарат
27285,Opadry II 31K58902 білий
27285,КАЛЬЦІЮ ГІДРОГЕНУ ФОСФАТ ДИГІДРАТ, EP
27284,Азитроміцин
27284,КАЛЬЦІЮ ГІДРОГЕНУ ФОСФАТ ДИГІДРАТ, EP
27284,Кроскармелоза натрію
27284,КРОХМАЛЬ, ПРЕЖЕЛАТИНІЗОВАНИЙ
27284,Гіпромелоза 5CP (e464)
27284,ВОДА, ОЧИЩЕНА
27284,Натрію лаурилсульфат
27284,Магнію стеарат
27284,Opadry II 31K58902 білий
27283,Азитроміцин
27283,КРОХМАЛЬ, ПРЕЖЕЛАТИНІЗОВАНИЙ
27283,Кросповідон
27283,КАЛЬЦІЮ ГІДРОФОСФАТ
27283,Натрію лаурилсульфат
27283,Магнію стеарат
27283,Гіпромелоза
27283,Титану діоксид
27283,Лактози моногідрат
27283,Тріацетин
27282,Азтреонам
27282,L-АРГІНІН
27280,Азитроміцин
27280,Лактоза безводна
27280,Магнію стеарат
27280,SEPIFILM 752 БІЛЕ
27280,Гіпромелоза
27280,ЦЕЛЮЛОЗА МІКРОКРИСТАЛІЧНА
27280,ДІЕТИЛЕНГЛІКОЛЮ СТЕАРАТ
27280,Титану діоксид
27280,КРОХМАЛЬ, ПРЕЖЕЛАТИНІЗОВАНИЙ
27280,Низькозаміщена гідроксипропілцелюлоза (LH-B1)
27280,Натрію лаурилсульфат
27280,Кроскармелоза натрію
27280,Кальцій гідрогену фосфат дигідрат
27280,КОЛОЇДНИЙ БЕЗВОДНИЙ КРЕМНІЮ ГІДРОКСИД
27279,Моксифлоксацин
27279,Натрію сульфат безводний
27279,Натрію ацетату тригідрат
27279,ОЦТОВА КИСЛОТА, ЛЬОДЯНА
27279,Вода для ін'єкцій
27278,Моксифлоксацин
27278,Натрію сульфат безводний
27278,Натрію ацетату тригідрат
27278,ОЦТОВА КИСЛОТА, ЛЬОДЯНА
27278,Вода для ін'єкцій
27275,Моксифлоксацин
27275,ЦЕЛЮЛОЗА МІКРОКРИСТАЛІЧНА
27275,Гіпромелоза
27275,Макрогол 4000
27275,Титану діоксид
27275,ЗАЛІЗА ОКСИД ЧЕРВОНИЙ (E172)
27275,Кроскармелоза натрію
27275,Лактози моногідрат
27275,Магнію стеарат
27273,Моксифлоксацин
27273,Натрію хлорид
27273,ХЛОРОВОДНЕВА КИСЛОТА 0.1 М
27273,Натрію гідроксид
27273,Вода для ін'єкцій
27271,ЛІДОКАЇНУ ГІДРОХЛОРИД 1%
27271,Вода для ін'єкцій
27270,Цефтріаксон
27269,ЛІДОКАЇНУ ГІДРОХЛОРИД 1%
27269,Вода для ін'єкцій
27268,Цефтріаксон
27267,Цефтазидим
27267,Натрію карбонат безводний
27266,Цефтазидим
27266,Натрію карбонат безводний
27265,Цефтазидим
27265,Натрію карбонат безводний
27264,Цефтазидим
27264,Натрію карбонат безводний
27263,Левофлоксацин
27263,Opadry 03B84851 рожевий
27263,Кроскармелоза натрію
27263,Целюлоза мікрокристалічна (тип 101)
27263,ГІДРОКСИПРОПІЛ МЕТИЛЦЕЛЮЛОЗА 603
27263,Целюлоза, мікрокристалічна (тип 102)
27263,Магнію стеарат
27262,Левофлоксацин
27262,Кроскармелоза натрію
27262,Целюлоза мікрокристалічна (тип 101)
27262,ГІДРОКСИПРОПІЛ МЕТИЛЦЕЛЮЛОЗА 603
27262,Целюлоза, мікрокристалічна (тип 102)
27262,Магнію стеарат
27262,Opadry 03B84851 рожевий
27261,Левофлоксацин
27261,Натрію хлорид
27261,Натрію гідроксид
27261,Вода для ін'єкцій
27261,ХЛОРОВОДНЕВА КИСЛОТА BP
27260,Цефепім
27259,Цефепім
27256,Клавуланова кислота
27256,Амоксицилін
27256,ЦЕЛЮЛОЗА МІКРОКРИСТАЛІЧНА
27256,Натрію крохмалю гліколят (тип B)
27256,КОЛОЇДНИЙ БЕЗВОДНИЙ КРЕМНІЮ ГІДРОКСИД
27256,Магнію стеарат
27256,Opadry 06B58855 білий
27255,Амоксицилін
27255,Клавуланова кислота
27255,ЦЕЛЮЛОЗА МІКРОКРИСТАЛІЧНА
27255,Натрію крохмалю гліколят (тип B)
27255,КОЛОЇДНИЙ БЕЗВОДНИЙ КРЕМНІЮ ГІДРОКСИД
27255,Магнію стеарат
27255,Opadry 06B58855 білий
27254,Цефдинір
27254,*кальцію карбоксиметилцелюлоза
27254,МАКРОГОЛУ СТЕАРАТ
27254,КОЛОЇДНИЙ БЕЗВОДНИЙ КРЕМНІЮ ГІДРОКСИД
27254,Магнію стеарат
27254,ОКСИД ЗАЛІЗА ЧОРНИЙ (E172)
27254,Титану діоксид
27254,ЖЕЛАТИН
27253,Цефдинір
27253,*кальцію карбоксиметилцелюлоза
27253,МАКРОГОЛУ СТЕАРАТ
27253,КОЛОЇДНИЙ БЕЗВОДНИЙ КРЕМНІЮ ГІДРОКСИД
27253,Магнію стеарат
27253,ОКСИД ЗАЛІЗА ЧОРНИЙ (E172)
27253,Титану діоксид
27253,ЖЕЛАТИН
