no,PK,atc_parent,vsn,model,created_on,modified_on,source_term_id,source_vsn,status,item_ua,item_en,item_code,manual,term_short_ua,term_short_en,term_desc
"13","null","null","1.0","IntendedSite","2023-10-11T12:35:14.670","2024-09-23T14:16:17.478","200000002060","78","1","Внутрішньоматковий","Intrauterine","ua_17_13","false",null,null,"Стосується порожнини матки як запланованого місця введення."
"14","null","null","1.0","IntendedSite","2023-10-11T12:35:14.672","2024-09-23T14:16:17.481","200000002061","78","1","Внутрішньоміхуровий","Intravesical","ua_17_14","false",null,null,"Стосується сечового міхура як запланованого місця введення."
"15","null","null","1.0","IntendedSite","2023-10-11T12:35:14.673","2024-09-23T14:16:17.485","200000002062","78","1","Назальний","Nasal","ua_17_15","false",null,null,"Стосується носа як запланованого місця введення, в тому числі, якщо лікарський засіб призначений для місцевої дії в порожнині носа або для системної дії після абсорбції через слизову оболонку; нижні дихальні шляхи виключаються."
"16","null","null","1.0","IntendedSite","2023-10-11T12:35:14.674","2024-09-23T14:16:17.488","200000002063","78","1","Очний","Ocular","ua_17_16","false",null,null,"Стосується ока як запланованого місця введення, в тому числі, якщо лікарський засіб призначений для дії на поверхню ока або кон’юнктиву, навколо ока або всередині ока."
"17","null","null","1.0","IntendedSite","2023-10-11T12:35:14.675","2024-09-23T14:16:17.491","200000002064","78","1","Пероральний","Oral","ua_17_17","false",null,null,"Стосується ротової порожнини як запланованого місця застосування, але якщо лікарський засіб вводиться з метою його потрапляння в шлунок через стравохід; слизова оболонка рота сама по собі не є запланованим місцем дії (див. слизова оболонка рота)."
"18","null","null","1.0","IntendedSite","2023-10-11T12:35:14.676","2024-09-23T14:16:17.493","200000002065","78","1","Оромукозний","Oromucosal","ua_17_18","false",null,null,"Стосується порожнини рота, як запланованого місця введення, якщо лікарський засіб призначений для місцевої дії на слизову оболонку рота. Щічні та під’язикові ділянки виключаються."
"19","null","null","1.0","IntendedSite","2023-10-11T12:35:14.678","2024-09-23T14:16:17.497","200000002066","78","1","Парентеральний","Parenteral","ua_17_19","false",null,null,"Стосується внутрішньої частини тіла, як запланованого місця введення, крім природних отворів і порожнин, таких як шлунково-кишковий тракт, слуховий прохід, носова порожнина, легені тощо; лікарський засіб зазвичай вводять шляхом розриву шкіри, наприклад, шляхом ін’єкції, інфузії та імплантації."
"20","null","null","1.0","IntendedSite","2023-10-11T12:35:14.679","2024-09-23T14:16:17.500","200000002067","78","1","Легеневий","Pulmonary","ua_17_20","false",null,null,"Стосується легенів, як запланованого місця застосування, куди лікарський засіб вводять, зазвичай шляхом інгаляції, для місцевої дії в нижніх дихальних шляхах або для системної дії після абсорбції через нижні дихальні шляхи."
"21","null","null","1.0","IntendedSite","2023-10-11T12:35:14.680","2024-09-23T14:16:17.502","200000002068","78","1","Ректальний","Rectal","ua_17_21","false",null,null,"Стосується прямої кишки як запланованого місця введення, якщо лікарський засіб вводиться через анальний канал, для місцевої дії в прямій кишці або для системної дії після абсорбції через пряму кишку."
"22","null","null","1.0","IntendedSite","2023-10-11T12:35:14.681","2024-09-23T14:16:17.505","200000002069","78","1","Вагінальний","Vaginal","ua_17_22","false",null,null,"Стосується піхви, як запланованого місця введення, куди лікарський засіб вводиться через вагінальний отвір, зазвичай для місцевої дії у піхві, але іноді для системної дії після абсорбції через піхву."
"23","null","null","1.0","IntendedSite","2023-10-11T12:35:14.682","2024-09-23T14:16:17.507","200000002070","78","1","Невідомо/Різне","Unknown/Miscellaneous","ua_17_23","false",null,null,"Стосується різних невизначених частин тіла, як запланованого місця введення або коли заплановане місце введення невідоме або не вказано."
