no,PK,atc_parent,vsn,model,created_on,modified_on,source_term_id,source_vsn,status,item_ua,item_en,item_code,manual,term_short_ua,term_short_en,term_desc
"11","null","null","1.0","BasicDoseForm","2023-10-10T23:16:35.956","2024-09-23T14:42:37.611","200000002100","80","1","Стік","Stick","ua_6_11","false",null,null,"Тип твердої лікарської форми, що складається із препарату, як правило, циліндричної або конічної форми, зазвичай виготовленого шляхом пресування або формування, призначеного для введення або нанесення на певну ділянку тіла."
"12","null","null","1.0","BasicDoseForm","2023-10-10T23:16:36.345","2024-09-23T14:42:37.615","200000002101","80","1","Супозиторій","Suppository","ua_6_12","false",null,null,"Тип твердої лікарської форми, що складається з матеріалу, який зазвичай формується шляхом лиття, відповідної форми, об'єму та консистенції для введення в пряму кишку, де він розчиняється, диспергується або плавиться."
"13","null","null","1.0","BasicDoseForm","2023-10-10T23:16:36.952","2024-09-23T14:42:37.618","200000002102","81","1","Таблетка","Tablet","ua_6_13","false",null,null,"Тип твердої лікарської форми, що складається з маси, яка утворюється шляхом стиснення рівномірних об'ємів твердих частинок або іншими способами, такими як екструзія або лиття."
"14","null","null","1.0","BasicDoseForm","2023-10-10T23:16:37.244","2024-09-23T14:42:37.622","200000002103","80","1","Чай","Tea","ua_6_14","false",null,null,"Тип твердої лікарської форми, що складається з одного або кількох рослинних препаратів, призначених для приготування розчину шляхом відварювання чи мацерації, або ліофілізованого препарату такого розчину."
"15","null","null","1.0","BasicDoseForm","2023-10-10T23:16:37.602","2024-09-23T14:42:37.626","200000002104","82","1","Крем","Cream","ua_6_15","false",null,null,"Тип напівтвердої лікарської форми, що складається з емульсії олія у воді або вода в олії."
"16","null","null","1.0","BasicDoseForm","2023-10-10T23:16:37.872","2024-09-23T14:42:37.630","200000002105","82","1","Піна","Foam","ua_6_16","false",null,null,"Тип напівтвердої лікарської форми, що складається з великого об’єму газу, диспергованого в рідкій або іноді твердій фазі."
"17","null","null","1.0","BasicDoseForm","2023-10-10T23:16:38.135","2024-09-23T14:42:37.633","200000002106","81","1","Гель","Gel","ua_6_17","false",null,null,"Тип напівтвердої лікарської форми, що складається з колоїдної дисперсії рідини в твердій речовині; ліпофільні гелі (олеогелі) зазвичай складаються з рідкого парафіну з поліетиленом або жирних олій, желетинизованих колоїдним кремнієм або алюмінієм або цинковим милом; гідрофільні гелі (гідрогелі) зазвичай складаються з води, гліцерину або пропіленгліколю, зажелетенизованих за допомогою відповідних гелеутворювачів, таких як полоксамери, крохмаль, похідні целюлози, карбомери та силікати магнію і алюмінію."
"18","null","null","1.0","BasicDoseForm","2023-10-10T23:16:38.329","2024-09-23T14:42:37.637","200000002107","81","1","Мазь","Ointment","ua_6_18","false",null,null,"Тип напівтвердої лікарської форми, що складається з однофазної основи, в якій можуть бути дисперговані тверді або рідкі речовини; мазі можуть складатися з різноманітних основ, включаючи вуглеводні, емульгатори, рослинні олії та тваринні жири; вони можуть бути гідрофобними (основи, виготовлені з таких речовин, як тверді, рідкі або легкі рідкі парафіни, рослинні олії, тваринні жири, синтетичні гліцериди, віск і рідкі поліалкілсилоксани, які здатні поглинати лише невелику кількість води), гідрофільними (з водорозчинною основою, як правило, суміш рідких і твердих макроголів) або водоемульгуючі (здатні поглинати більшу кількість води та утворювати емульсії, з основами, що містять емульгатори типу вода-в-олії, такі як вовняні спирти, сорбітанові ефіри, моногліцериди і жирні спирти, або емульгатори олія-у-воді, такі як сульфатовані жирні спирти, полісорбати, цетостеариловий ефір макроголу, складні ефіри жирних кислот з макроголами)."
"19","null","null","1.0","BasicDoseForm","2023-10-10T23:16:38.852","2024-09-23T14:42:37.640","200000002000","80","1","Припарка","Poultice","ua_6_19","false",null,null,"Тип напівтвердої лікарської форми, що складається з вологої маси, такої як шрот, трави, насіння тощо, зазвичай утримуваної всередині або розкладеної на відповідному проникному матеріалі чи пов’язці."
"20","null","null","1.0","BasicDoseForm","2023-10-10T23:16:39.165","2024-09-23T14:42:37.644","200000002001","80","1","Колодій","Collodion","ua_6_20","false",null,null,"Тип рідкої лікарської форми, яка зазвичай складається з розчину піроксиліну в ефірі та етанолі."
"21","null","null","1.0","BasicDoseForm","2023-10-10T23:16:39.458","2024-09-23T14:42:37.647","200000002002","83","1","Концентрат","Concentrate","ua_6_21","false",null,null,"Тип рідкої лікарської форми, що складається з концентрованого препарату, який необхідно розвести перед введенням"
"22","null","null","1.0","BasicDoseForm","2023-10-10T23:16:39.673","2024-09-23T14:42:37.650","200000002003","81","1","Дисперсія","Dispersion","ua_6_22","false",null,null,"Тип рідкої лікарської форми, що складається з однієї або декількох речовин, за винятком твердих частинок і великих крапель рідини, які дисперговані у відповідному рідкому середовищі. До них відносяться ліпосоми, мікробульбашки, клітини та колоїдні дисперсії (краплі з номінальним діаметром менше приблизно 1 мкм); щодо дисперсій твердих частинок див. розділ `Суспензія`; щодо незмішуваних рідких дисперсій з великими краплями див. розділ `Емульсія`."
"23","null","null","1.0","BasicDoseForm","2023-10-10T23:16:39.921","2024-09-23T14:42:37.654","200000002004","82","1","Емульсія","Emulsion","ua_6_23","false",null,null,"Тип рідкої лікарської форми, що складається зі стабільної дисперсії незмішуваних рідин; вона складається або з крапель олії у водній безперервній фазі (емульсія `олія у воді`), або з водних крапель у масляній безперервній фазі (емульсія `вода в олії`); щодо колоїдних дисперсій (крапель з номінальним діаметром менше приблизно 1 мкм) див. `Дисперсія`."
"24","null","null","1.0","BasicDoseForm","2023-10-10T23:16:40.136","2024-09-23T14:42:37.658","200000002005","81","1","Лак","Lacquer","ua_6_24","false",null,null,"Тип рідкої лікарської форми, що складається з однієї або кількох речовин, розчинених або суспендованих у леткому розчиннику, який випаровується, залишаючи тверде покриття."
"25","null","null","1.0","BasicDoseForm","2023-10-10T23:16:40.720","2024-09-23T14:42:37.661","200000002006","82","1","Рідина","Liquid","ua_6_25","false",null,null,"Тип рідкої лікарської форми, що складається з чистої речовини в рідкому стані."
"26","null","null","1.0","BasicDoseForm","2023-10-10T23:16:41.838","2024-09-23T14:42:37.665","200000002007","80","1","Розчин","Solution","ua_6_26","false",null,null,"Тип рідкої лікарської форми, що складається з однієї або кількох речовин, розчинених у відповідному розчиннику або змішуваних із ним, утворюючи однофазну рідину."
"27","null","null","1.0","BasicDoseForm","2023-10-10T23:16:42.225","2024-09-23T14:42:37.668","200000002008","80","1","Розчинник","Solvent","ua_6_27","false",null,null,"Тип рідкої лікарської форми, що складається з носія, який сам по собі не містить активного інгредієнта, і використовується для розчинення, диспергування або розведення іншого препарату."
"28","null","null","1.0","BasicDoseForm","2023-10-10T23:16:42.720","2024-09-23T14:42:37.671","200000002009","81","1","Суспензія","Suspension","ua_6_28","false",null,null,"Тип рідкої лікарської форми, що складається з однієї або кількох речовин, диспергованих у рідкому носії; диспергована речовина(и) – це тверді частинки, які практично нерозчинні в носії."
"29","null","null","1.0","BasicDoseForm","2023-10-10T23:16:43.416","2024-09-23T14:42:37.675","200000002010","82","1","Сироп","Syrup","ua_6_29","false",null,null,"Тип рідкої лікарської форми, що складається з в’язкої рідини, як правило, з високою концентрацією цукру або іншого підсолоджувача."
"30","null","null","1.0","BasicDoseForm","2023-10-10T23:16:43.651","2024-09-23T14:42:37.678","200000002011","81","1","Медичний газ","Medicinal gas","ua_6_30","false",null,null,"Тип газоподібної лікарської форми, що складається з чистої речовини або суміші речовин, які існують у формі газу за нормального атмосферного тиску та кімнатної температури."
"31","null","null","1.0","BasicDoseForm","2023-10-10T23:16:43.986","2024-09-23T14:42:37.681","200000002012","83","1","Вкладка","Insert","ua_6_31","false",null,null,"Тип твердої лікарської форми, що складається з матеріалу відповідної форми та розміру, який поміщається всередину отвору тіла та який розчиняється або розпадається з часом. Песарії та супозиторії виключаються."
"32","null","null","1.0","BasicDoseForm","2023-10-10T23:16:44.224","2024-09-23T14:42:37.684","200000002013","81","1","Добавка (не уточнена)","Additive (unspecified)","ua_6_32","false",null,null,"Тип лікарської форми, яка може бути рідкою, напівтвердою або твердою, яку додають до великого об’єму розчинника, наприклад у ванну."
"33","null","null","1.0","BasicDoseForm","2023-10-10T23:16:44.547","2024-09-23T14:42:37.688","200000002014","81","3","Краплі (не вказано)","Drops (unspecified)","ua_6_33","false",null,null,"Тип рідкої лікарської форми, яка може бути дисперсією, емульсією, розчином або суспензією, і яка вводиться в невеликих об'ємах шляхом інстиляції; використовується тільки тоді, коли невідомі додаткові дані про певну форму (наприклад, дисперсія, емульсія, розчин, суспензія)."
"34","null","null","1.0","BasicDoseForm","2023-10-10T23:16:44.810","2024-09-23T14:42:37.691","200000002015","80","1","Премікс (не вказано)","Premix (unspecified)","ua_6_34","false",null,null,"Тип спеціальної лікарської форми, яка використовується для приготування таких препаратів, як лікувальні корми."
"35","null","null","1.0","BasicDoseForm","2023-10-10T23:16:45.284","2024-09-23T14:42:37.695","200000002016","80","1","Радіофармацевтична","Radiopharmaceutical","ua_6_35","false",null,null,"Тип спеціальної лікарської форми, яка використовується для приготування радіофармацевтичних препаратів."
"36","null","null","1.0","BasicDoseForm","2023-10-10T23:16:45.712","2024-09-23T14:42:37.698","200000002017","81","1","Шампунь","Shampoo","ua_6_36","false",null,null,"Тип рідкої (або іноді напівтвердої) лікарської форми, яка містить поверхнево-активні речовини і зазвичай утворює піну після втирання у шкіру голови з водою."
"37","null","null","1.0","BasicDoseForm","2023-10-10T23:16:46.101","2024-09-23T14:42:37.701","200000002018","80","3","Спрей (не визначений)","Spray (unspecified)","ua_6_37","false",null,null,"Тип лікарської форми, яка може бути рідкою, напівтвердою або твердою, що застосовується у вигляді дисперсії в повітря; використовується тільки тоді, коли невідомі додаткові дані про певну форму (наприклад, розчин, суспензія, порошок)."
"38","null","null","1.0","BasicDoseForm","2023-10-10T23:16:46.301","2024-09-23T14:42:37.704","200000002019","81","1","Система","System","ua_6_38","false",null,null,"Тип лікарської форми, що складається з одного або кількох компонентів, які використовуються для доставки активної речовин(и) у визначений спосіб, як правило, з модифікованим механізмом вивільнення, після застосування до визначеного місця на тілі або в організмі; використовується тільки тоді, коли більш конкретні терміни не застосовуються."
"39","null","null","1.0","BasicDoseForm","2023-10-10T23:16:46.560","2024-09-23T14:42:37.707","200000002020","80","1","Невідома","Unknown","ua_6_39","false",null,null,"Тип лікарської форми є невідомим або має невизначені чи змінні фізичні характеристики."
"40","null","null","1.0","BasicDoseForm","2023-10-10T23:16:46.808","2024-09-23T14:42:37.709","200000002026","81","1","Мішечок","Pouch","ua_6_40","false",null,null,"Тип твердої лікарської форми, яка складається з невеликого мішечка, призначеного для розміщення в порожнині тіла для вивільнення активної речовин(и), що міститься в ньому."
"41","null","null","1.0","BasicDoseForm","2023-10-10T23:16:47.024","2024-09-23T14:42:37.713","200000002027","81","1","Цемент","Cement","ua_6_41","false",null,null,"Тип напівтвердої лікарської форми, яка твердне після нанесення, утворюючи герметик або цементуючу речовину."
"42","null","null","1.0","BasicDoseForm","2023-10-10T23:16:47.238","2024-09-23T14:42:37.715","200000002037","81","1","Паста","Paste","ua_6_42","false",null,null,"Тип напівтвердої лікарської форми, що складається з великої частки твердих частинок, диспергованих у гідрофобній або гідрофільній основі."
"43","null","null","1.0","BasicDoseForm","2023-10-10T23:16:47.542","2024-09-23T14:42:37.718","200000002082","81","1","Блок","Block","ua_6_43","false",null,null,"Тип твердої лікарської форми, що складається з великої компактної маси, зазвичай утвореної шляхом стиснення матеріалу компонента в кубоподібну або подібну форму."
"44","null","null","1.0","BasicDoseForm","2023-10-10T23:16:47.800","2024-09-23T14:42:37.721","200000002083","81","1","Облатка","Cachet","ua_6_44","false",null,null,"Тип твердої лікарської форми, що складається з диска, всередині якого міститься разова доза активної речовин(и). Капсула виключається."
"45","null","null","1.0","BasicDoseForm","2023-10-10T23:16:48.049","2024-09-23T14:42:37.725","200000002084","84","1","Капсула","Capsule","ua_6_45","false",null,null,"Тип твердої лікарської форми, що складається з оболонки, всередині якої міститься разова доза активної речовин(и). Облатка виключається."
"46","null","null","1.0","BasicDoseForm","2023-10-10T23:16:48.254","2024-09-23T14:42:37.728","200000002085","81","1","Плівка","Film","ua_6_46","false",null,null,"Тип твердої лікарської форми, що складається з тонкого одно- або багатошарового листа матеріалу, який зазвичай розчиняється або іншим чином розпадається у водному середовищі."
"47","null","null","1.0","BasicDoseForm","2023-10-10T23:16:48.512","2024-09-23T14:42:37.731","200000002086","83","1","Гранули","Granules","ua_6_47","false",null,null,"Тип твердої лікарської форми, що складається з сухих агрегатів частинок порошку, які є достатньо стійкими, щоб витримувати маніпуляції з ними."
"48","null","null","1.0","BasicDoseForm","2023-10-10T23:16:48.694","2024-09-23T14:42:37.734","200000002087","81","1","Гумка","Gum","ua_6_48","false",null,null,"Тип твердої лікарської форми, що містить основу, яка складається з гумки(ок) або має консистенцію, подібну до гумки."
"49","null","null","1.0","BasicDoseForm","2023-10-10T23:16:48.964","2024-09-23T14:42:37.737","200000002088","81","1","Імплантат","Implant","ua_6_49","false",null,null,"Тип твердої лікарської форми, що складається з маси розміром і формою, прийнятними для імплантації, що дозволяє вивільняти активну речовину(и) протягом тривалого періоду часу."
"50","null","null","1.0","BasicDoseForm","2023-10-10T23:16:49.212","2024-09-23T14:42:37.740","200000002089","81","1","Просочений матеріал","Impregnated material","ua_6_50","false",null,null,"Тип твердої лікарської форми, що складається з матеріалу, на поверхні або всередені якого абсорбується активна речовина(и) для подальшого вивільнення після застосування, часто протягом тривалого періоду часу."
"51","null","null","1.0","BasicDoseForm","2023-10-10T23:16:49.631","2024-09-23T14:42:37.743","200000002090","82","1","Внутрішньорумінальний пристрій","Intraruminal device","ua_6_51","false",null,null,"Тип твердої лікарської форми, призначеної для введення жуйним тваринам, яка зберігається в рубці для вивільнення діючої речовин(и), як правило, протягом тривалого періоду часу."
"52","null","null","1.0","BasicDoseForm","2023-10-10T23:16:49.823","2024-09-23T14:42:37.746","200000005071","80","1","Жива тварина","Live animal","ua_6_52","false",null,null,"Тип лікарської форми, що складається з цілої живої тварини, яка використовується як лікарський засіб, яка може мати механічну функцію та/або доставляти фізіологічно активні речовини"
