no,PK,atc_parent,vsn,model,created_on,modified_on,source_term_id,source_vsn,status,item_ua,item_en,item_code,manual,term_short_ua,term_short_en,term_desc
"22","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.126","2024-10-18T13:50:31.181","100000166800","85","1","Ліофілізат для пероральної суспензії","Lyophilisate for oral suspension","ua_33_22","false",null,null,"Твердий препарат для ветеринарного застосування, що складається з ліофілізованого порошку, призначеного для розчинення у вказаній рідині для створення пероральної суспензії."
"23","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.131","2024-10-18T13:50:31.185","100000167020","85","1","Розчин для використання в питній воді/молоці","Solution for use in drinking water/milk","ua_33_23","false",null,null,"Розчин для ветеринарного застосування, призначений для введення тваринам шляхом додавання в питну воду, молоко або замінник молока. Якщо також дозволено пряме пероральне введення окремим тваринам, спосіб введення, включаючи будь-яке необхідне розведення, чітко описано в інформації про препарат."
"24","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.136","2024-10-18T13:50:31.189","100000167037","80","1","Інтрамаммарний гель","Intramammary gel","ua_33_24","false",null,null,"Напівтвердий препарат для ветеринарного застосування, що складається з гелю, що містить розчинену або дисперговану активну(і) речовину(и), призначений для інтрамамарного застосування. Інтрамамарні гелі представлені в інтрамамарних шприцах для одноразового використання для введення гелю в один сосковий канал."
"25","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.140","2024-10-18T13:50:31.193","100000169806","81","1","Розчин для ін’єкцій пролонгованої дії","Prolonged-release solution for injection","ua_33_25","false",null,null,"Рідкий стерильний препарат, що складається з розчину, призначеного для ін'єкційного введення; діюча(і) речовина(и) вивільняються протягом тривалого періоду часу."
"26","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.146","2024-10-18T13:50:31.198","100000169869","84","1","Уретральна емульсія","Urethral emulsion","ua_33_26","false",null,null,"Рідкий препарат, що складається з емульсії, призначений для уретрального застосування за допомогою відповідного аплікатора."
"27","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.150","2024-10-18T13:50:31.203","100000169890","5","4","Розчин і порошок для розчину","Solution and powder for solution","ua_33_27","false",null,null,null
"28","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.154","2024-10-18T13:50:31.208","100000170403","83","1","Дисперсія для бджолиних вуликів","Bee-hive dispersion","ua_33_28","false",null,null,"Рідкий препарат, призначений для використання у вулику, що складається з двох або більше фаз, принаймні одна з яких диспергується в рідкій фазі, з якої активна(і) речовина(и) вивільняється шляхом випаровування або фізичного контакту, як правило, протягом тривалого періоду часу. Точний спосіб введення дисперсії описано в інформації про препарат."
"29","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.159","2024-10-18T13:50:31.212","100000170589","3","4","Крупнодисперсний спрей","Coarse spray","ua_33_29","false",null,null,null
"30","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.162","2024-10-18T13:50:31.217","100000171190","82","1","Оральний спрей, суспензія","Oral spray, suspension","ua_33_30","false",null,null,"Рідкий, як правило, багатодозовий препарат для ветеринарного застосування, що складається із суспензії, призначеної для перорального застосування. Його застосовують шляхом розпилення, у тому числі шляхом розпилення у вигляді крупнозернистих крапель на тварину(и), яка потім споживає препарат, наприклад, під час догляду за собою."
"31","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.166","2024-10-18T13:50:31.221","100000171197","85","1","Концентрат для концентрату для перорального спрею, суспензії","Concentrate for concentrate for oral spray, suspension","ua_33_31","false",null,null,"Рідкий препарат для ветеринарного застосування, призначений для розведення у зазначеній рідині для отримання концентрату для перорального спрею, суспензії, який, у свою чергу, призначений для розведення у зазначеній рідині для отримання перорального спрею, суспензії."
"32","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.171","2024-10-18T13:50:31.226","200000018780","62","1","Оромукозна плівка","Oromucosal film","ua_33_32","false",null,null,"Твердий препарат, що складається з одно- або багатошарового листа відповідного(-их) матеріалу(-ів), призначеного для слизової оболонки рота. Застосовується до ротової порожнини або до окремих ділянок ротової порожнини, як правило, для отримання системної дії. Якщо препарат призначений для використання лише в одній окремій частині ротової порожнини, замість нього використовується відповідний конкретний термін (наприклад, букальна плівка, сублінгвальна плівка)."
"33","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.175","2024-10-18T13:50:31.230","200000018781","4","1","Лікарська форма не застосовується","Pharmaceutical dose form not applicable","ua_33_33","false",null,null,null
"34","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.179","2024-10-18T13:50:31.235","100000173955","78","1","Дисперговані таблетки для дозатора","Dispersible tablets for dose dispenser","ua_33_34","false",null,null,"Твердий препарат, що складається з невеликих диспергованих таблеток, призначених для використання в дозаторі, кожна таблетка зазвичай складається з невеликої частки дози, причому декілька таблеток автоматично підраховуються та вводяться як одна доза."
"35","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.186","2024-10-18T13:50:31.239","100000173956","79","1","Порошок для суспензії для ін’єкції пролонгованої дії","Powder for prolonged-release suspension for injection","ua_33_35","false",null,null,"Твердий стерильний препарат, що складається з одного або кількох порошків, включаючи ліофілізовані порошки, призначені для диспергування у вказаній рідині для отримання суспензії для ін’єкцій пролонгованої дії."
"36","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.192","2024-10-18T13:50:31.244","100000173957","78","1","Ларингофарингеальний спрей, розчин","Laryngopharyngeal spray, solution","ua_33_36","false",null,null,"Рідкий препарат, що складається з розчину, призначеного для розпилення на гортань для місцевого ефекту."
"37","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.197","2024-10-18T13:50:31.248","100000173958","79","1","Матриця для імплантації матриці","Matrix for implantation matrix","ua_33_37","false",null,null,"Твердий стерильний препарат, що складається із зазвичай гнучкого абсорбуючого матеріалу (наприклад, колагену), призначеного для використання в підготовці імплантаційної матриці."
"38","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.202","2024-10-18T13:50:31.252","100000173959","78","1","Краплі назальні, ліофілізат для суспензії","Nasal drops, lyophilisate for suspension","ua_33_38","false",null,null,"Твердий препарат для ветеринарного застосування, що складається з ліофілізованого порошку, призначеного для розчинення у вказаній рідині з метою отримання суспензії для використання у вигляді назальних крапель."
"39","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.208","2024-10-18T13:50:31.257","100000173960","79","1","Краплі назальні, порошок для приготування розчину","Nasal drops, powder for solution","ua_33_39","false",null,null,"Твердий препарат, що складається з одного або кількох порошків, включаючи ліофілізовані порошки, призначені для розчинення у вказаній рідині для отримання розчину назальних крапель."
"40","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.213","2024-10-18T13:50:31.261","100000173961","76","1","Порошок для гелю","Powder for gel","ua_33_40","false",null,null,"Твердий препарат, що складається з одного або кількох порошків, призначених для змішування із зазначеною рідиною або гелем для отримання гелю (для нанесення на шкіру)."
"41","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.219","2024-10-18T13:50:31.265","100000173962","77","1","Порошок для стоматологічного гелю","Powder for dental gel","ua_33_41","false",null,null,"Твердий препарат, що складається з одного або кількох порошків, призначених для змішування із зазначеною рідиною або гелем для отримання стоматологічного гелю."
"42","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.225","2024-10-18T13:50:31.270","100000173963","79","1","Порошок для дисперсії для ін'єкції","Powder for dispersion for injection","ua_33_42","false",null,null,"Твердий стерильний препарат, що складається з одного або кількох порошків, включаючи ліофілізовані порошки, призначені для диспергування у вказаній рідині для отримання дисперсії для ін’єкцій."
"43","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.231","2024-10-18T13:50:31.274","100000173964","76","1","Порошок для ендоцервікального гелю","Powder for endocervical gel","ua_33_43","false",null,null,"Твердий препарат, що складається з одного або кількох порошків, призначених для змішування із зазначеною рідиною або гелем для отримання ендоцервікального гелю."
"44","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.238","2024-10-18T13:50:31.278","100000173965","78","1","Порошок для ендосінусового розчину","Powder for endosinusial solution","ua_33_44","false",null,null,"Твердий препарат, що складається з одного або кількох порошків, у тому числі ліофілізованих порошків, призначених для розчинення у вказаній рідині для отримання ендосінусового розчину."
"45","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.244","2024-10-18T13:50:31.282","100000173966","79","1","Порошок для розчину для внутрішньоочної інстиляції","Powder for intraocular instillation solution","ua_33_45","false",null,null,"Твердий стерильний препарат, що складається з одного або кількох порошків, включаючи ліофілізовані порошки, призначені для розчинення у вказаній рідині для отримання розчину для внутрішньоочної інстиляції."
"46","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.250","2024-10-18T13:50:31.286","100000173996","79","1","Концентрат для концентрату для розчину для інфузії","Concentrate for concentrate for solution for infusion","ua_33_46","false",null,null,"Рідкий стерильний препарат, призначений для розведення у зазначеній рідині для отримання концентрату для розчину для інфузій, який, у свою чергу, призначений для розведення у зазначеній рідині для отримання розчину для інфузій."
"47","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.258","2024-10-18T13:50:31.290","100000173997","76","1","Концентрат для розчину для небулайзера","Concentrate for nebuliser solution","ua_33_47","false",null,null,"Рідкий препарат, призначений для розведення у вказаній рідині для отримання розчину для небулайзера."
"48","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.265","2024-10-18T13:50:31.294","100000173998","78","1","Концентрат для оромукозного розчину","Concentrate for oromucosal solution","ua_33_48","false",null,null,"Рідкий препарат, призначений для розведення у вказаній рідині для отримання оромукозного розчину."
"49","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.272","2024-10-18T13:50:31.297","100000173999","77","1","Концентрат для суспензії для ін'єкції","Concentrate for suspension for injection","ua_33_49","false",null,null,"Рідкий стерильний препарат, призначений для розведення у зазначеній рідині для отримання суспензії для ін’єкції."
"50","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.278","2024-10-18T13:50:31.301","100000174000","80","1","Дисперсія для концентрату для дисперсії для інфузії","Dispersion for concentrate for dispersion for infusion","ua_33_50","false",null,null,"Рідкий стерильний препарат, що складається з дисперсії, призначеної для використання в приготуванні концентрату для дисперсії для інфузії, який, у свою чергу, призначений для розведення у вказаній рідині для отримання дисперсії для інфузії."
"51","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.287","2024-10-18T13:50:31.304","100000174001","78","1","Краплі вушні, порошок для суспензії","Ear drops, powder for suspension","ua_33_51","false",null,null,"Твердий препарат, що складається з одного або кількох порошків, включаючи ліофілізовані порошки, призначені для диспергування у вказаній рідині для отримання суспензії вушних крапель."
"52","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.293","2024-10-18T13:50:31.308","100000174002","80","1","Шипучі гранули для суспензії для перорального застосування","Effervescent granules for oral suspension","ua_33_52","false",null,null,"Твердий препарат, що складається з шипучих гранул, призначених для диспергування або розчинення у зазначеній рідині, яка поставляється в одній упаковці, для отримання пероральної суспензії. Якщо гранули призначені для диспергування у воді, замість них використовується термін «шипучі гранули»."
"53","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.299","2024-10-18T13:50:31.311","100000174003","77","1","Емульсія для емульсії для ін'єкції","Emulsion for emulsion for injection","ua_33_53","false",null,null,"Рідкий стерильний препарат, що складається з емульсії, призначений для приготування емульсії для ін’єкцій."
"54","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.306","2024-10-18T13:50:31.314","100000174004","80","1","Ендотрахеопульмональні інстиляції, порошок для суспензії","Endotracheopulmonary instillation, powder for suspension","ua_33_54","false",null,null,"Твердий препарат, що складається з одного або кількох порошків, включаючи ліофілізовані порошки, призначені для диспергування у вказаній рідині для отримання суспензії для ендотрахеопульмональної інстиляції."
"55","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.311","2024-10-18T13:50:31.317","100000174005","80","1","Очні краплі, порошок для розчину","Eye drops, powder for solution","ua_33_55","false",null,null,"Твердий стерильний препарат, що складається з одного або кількох порошків, включаючи ліофілізовані порошки, призначені для розчинення у вказаній рідині для отримання розчину очних крапель."
"56","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.317","2024-10-18T13:50:31.321","100000174006","78","1","Очні краплі, порошок для суспензії","Eye drops, powder for suspension","ua_33_56","false",null,null,"Твердий препарат, що складається з одного або кількох порошків, включаючи ліофілізовані порошки, призначені для диспергування у вказаній рідині для отримання суспензії очних крапель."
"57","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.322","2024-10-18T13:50:31.324","100000174007","76","1","Газ для дисперсії для інфузії","Gas for dispersion for infusion","ua_33_57","false",null,null,"Стерильний препарат, що складається з газу, який призначений для змішування із зазначеною рідиною для отримання дисперсії газу в рідині, яка призначена для введення шляхом інфузії."
"58","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.327","2024-10-18T13:50:31.326","100000174008","76","1","Газ для дисперсії для ін'єкції","Gas for dispersion for injection","ua_33_58","false",null,null,"Стерильний препарат, що складається з газу, який призначений для змішування із зазначеною рідиною для отримання дисперсії газу в рідині, яка призначена для введення шляхом ін'єкції."
"59","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.332","2024-10-18T13:50:31.329","100000174009","78","1","Гель для гелю","Gel for gel","ua_33_59","false",null,null,"Напівтвердий препарат, що складається з гелю, призначений для приготування гелю для нашкірного застосування."
"60","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.337","2024-10-18T13:50:31.332","100000174010","77","1","Гранули для ректальної суспензії","Granules for rectal suspension","ua_33_60","false",null,null,"Твердий препарат, що складається з агрегованих частинок, які можуть включати допоміжні речовини для полегшення змочування та диспергування, призначений для диспергування у зазначеній рідині для отримання ректальної суспензії, яку зазвичай готують безпосередньо перед введенням пацієнту."
"61","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.342","2024-10-18T13:50:31.335","100000174011","77","1","Ларингофарингеальний розчин","Laryngopharyngeal solution","ua_33_61","false",null,null,"Рідкий препарат, що складається з розчину, призначеного для введення в гортаноглотку для місцевої дії, крім розпилення."
"62","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.347","2024-10-18T13:50:31.338","100000174012","77","1","Порошок для гелю для ясен","Powder for gingival gel","ua_33_62","false",null,null,"Твердий препарат, що складається з одного або більше порошків, призначених для змішування із зазначеною рідиною або гелем для отримання гелю для ясен."
"63","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.351","2024-10-18T13:50:31.341","100000174013","79","1","Порошок для імплантаційної матриці","Powder for implantation matrix","ua_33_63","false",null,null,"Твердий стерильний препарат, що складається з одного або більше порошків, включаючи ліофілізовані порошки, призначений для використання в приготуванні імплантаційної матриці, наприклад, шляхом розчинення у зазначеній рідині для приготування розчину, що використовується для просочення матриці."
"64","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.356","2024-10-18T13:50:31.344","100000174014","77","1","Порошок для імплантаційної пасти","Powder for implantation paste","ua_33_64","false",null,null,"Твердий стерильний препарат, що складається з одного або кількох порошків, призначений для змішування із зазначеною рідиною або пастою для отримання пасти для імплантації."
"65","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.362","2024-10-18T13:50:31.347","100000174015","94","1","Розчинник для…","Solvent for...","ua_33_65","false",null,null,"Рідкий препарат, що складається з допоміжної речовини, яка сама по собі не містить активних речовин, але призначена для використання у виготовленні лікарського засобу, напр. для розведення/розчинення/диспергування компонента(ів), що містить активну речовину(и). Цей термін охоплює всі такі допоміжні речовини з певними специфікаціями (наприклад, вимоги до стерильності) залежно від кінцевого продукту та його запланованого застосування."
"66","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.367","2024-10-18T13:50:31.350","100000174016","77","1","Суспензія для емульсії для ін'єкції","Suspension for emulsion for injection","ua_33_66","false",null,null,"Рідкий стерильний препарат, що складається із суспензії, призначений для приготування емульсії для ін’єкції."
"67","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.371","2024-10-18T13:50:31.353","100000174017","80","1","Суспензія для пероральної суспензії","Suspension for oral suspension","ua_33_67","false",null,null,"Рідкий препарат, що складається із суспензії, призначений для приготування пероральної суспензії."
"68","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.376","2024-10-18T13:50:31.356","100000174018","78","5","Суспензія для спрею","Suspension for spray","ua_33_68","false",null,null,"Рідкий препарат, що складається з суспензії, призначений для приготування спрею."
"69","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.381","2024-10-18T13:50:31.359","100000174019","78","1","Суспензія для суспензії для ін'єкції","Suspension for suspension for injection","ua_33_69","false",null,null,"Рідкий стерильний препарат, що складається із суспензії, призначений для приготування суспензії для ін'єкцій."
"70","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.386","2024-10-18T13:50:31.362","100000174020","77","1","Порошок для емульсії для ін'єкції","Powder for emulsion for injection","ua_33_70","false",null,null,"Твердий стерильний препарат, що складається з одного або кількох порошків, включаючи ліофілізовані порошки, призначені для змішування із зазначеною рідиною для отримання емульсії для ін’єкції."
"71","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.390","2024-10-18T13:50:31.365","100000174021","77","1","Ендосинузіальний розчин","Endosinusial solution","ua_33_71","false",null,null,"Рідкий препарат, що складається з розчину, призначеного для введення в носові пазухи для отримання місцевого ефекту."
"72","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.394","2024-10-18T13:50:31.368","100000174022","76","1","Епілезійний розчин","Epilesional solution","ua_33_72","false",null,null,"Рідкий стерильний препарат, що складається з розчину, призначеного для введення на вогнище ураження."
"73","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.399","2024-10-18T13:50:31.371","100000174023","77","1","Паста для імплантації","Implantation paste","ua_33_73","false",null,null,"Напівтвердий стерильний препарат, що містить велику кількість дрібнодисперсних твердих речовин в основі, призначений для імплантації в організм для вивільнення активної речовини (речовин) протягом тривалого періоду часу, як правило, для отримання системного ефекту."
"74","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.403","2024-10-18T13:50:31.374","100000174024","77","1","Розчин для внутрішньоочних інстиляцій","Intraocular instillation solution","ua_33_74","false",null,null,"Рідкий стерильний препарат, що складається з розчину, призначеного для закапування у вигляді крапель у внутрішню частину ока."
"75","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.407","2024-10-18T13:50:31.377","100000174025","79","1","Інтравезикальна суспензія","Intravesical suspension","ua_33_75","false",null,null,"Рідкий препарат, що складається з суспензії невеликого об’єму, призначений для внутрішньоміхурового застосування за допомогою відповідного аплікатора."
"76","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.411","2024-10-18T13:50:31.380","100000174026","78","1","Газ для дисперсії для ін'єкції/інфузії","Gas for dispersion for injection/infusion","ua_33_76","false",null,null,"Стерильний препарат, що складається з газу, який призначений для змішування із зазначеною рідиною для отримання дисперсії газу в рідині, яка призначена для введення шляхом ін'єкції або інфузії."
"77","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.415","2024-10-18T13:50:31.383","100000174027","78","1","Порошок для герметика","Powder for sealant","ua_33_77","false",null,null,"Твердий стерильний препарат, що складається з одного або більше порошків, включаючи ліофілізовані порошки, призначені для розчинення у вказаній рідині для отримання герметика."
"78","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.419","2024-10-18T13:50:31.386","100000174028","79","1","Порошок для розчину для шкірного прик-тесту","Powder for solution for skin-prick test","ua_33_78","false",null,null,"Твердий стерильний препарат, що складається з одного або кількох порошків, включаючи ліофілізовані порошки, призначені для розчинення у вказаній рідині для отримання розчину для шкірного прик-тесту."
"79","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.423","2024-10-18T13:50:31.389","100000174029","80","1","Розчин для розчину для ін'єкції","Solution for solution for injection","ua_33_79","false",null,null,"Рідкий стерильний препарат, що складається з розчину, призначений для приготування розчину для ін’єкції."
"80","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.428","2024-10-18T13:50:31.392","100000174030","77","5","Розчин для спрею","Solution for spray","ua_33_80","false",null,null,"Рідкий препарат, що складається з розчину, призначений для приготування спрею."
"81","null","null","2.0","PharmaceuticalDoseForm","2024-09-20T12:19:48.432","2024-10-18T13:50:31.395","100000174031","79","1","Гранули з покриттям","Coated granules","ua_33_81","false",null,null,"Твердий препарат, призначений для перорального застосування, що складається з гранул, покритих одним або кількома шарами суміші різних речовин, які зазвичай застосовуються у вигляді розчину або суспензії в умовах, за яких відбувається випаровування носія. Товщина покриття більша, ніж у вкритих плівковою оболонкою гранул. Коли покриття розчиняється або розпадається, будь-яка активна речовина вивільнюється в шлунково-кишкову рідину зі швидкістю, яка в основному залежить від її внутрішніх властивостей (звичайне вивільнення)."
