no,vsn,model,created_on,modified_on,source_term_id,source_vsn,status,item_ua,item_en,item_code,manual,term_short_ua,term_short_en,term_desc
44,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:32.984,2024-09-23T14:30:57.679,100000116061,7,3,Заява на генерик (стаття 13(1) Директиви № 2001/82/ЄС),Generic application (Article 13(1) of Directive No 2001/82/EC),ua_22_44,false,null,null,null
45,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:32.987,2024-09-23T14:30:57.683,100000116062,7,3,Гібридна заява (стаття 13(3) Директиви № 2001/82/ЄС),Hybrid application (Article 13(3) of Directive No 2001/82/EC),ua_22_45,false,null,null,null
46,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:32.992,2024-09-23T14:30:57.687,100000116063,7,3,Заява на подібний біологічний препарат (стаття 13(4) Директиви № 2001/82/ЄС),Similar biological application (Article 13(4) of Directive No 2001/82/EC),ua_22_46,false,null,null,null
47,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:32.996,2024-09-23T14:30:57.690,100000116064,6,3,Заява на добре вивчене застосування (стаття 13a Директиви № 2001/82/ЄC),Well-established use application (Article 13a of Directive No 2001/82/EC),ua_22_47,false,null,null,null
48,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:32.999,2024-09-23T14:30:57.694,100000116065,6,3,Заявка на фіксовану комбінацію (стаття 13b Директиви № 2001/82/ЄС),Fixed combination application (Article 13b of Directive No 2001/82/EC),ua_22_48,false,null,null,null
49,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.003,2024-09-23T14:30:57.697,100000116066,6,3,Заява інформованої згоди (стаття 13c Директиви № 2001/82/EC),Informed consent application (Article 13c of Directive No 2001/82/EC),ua_22_49,false,null,null,null
50,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.006,2024-09-23T14:30:57.701,100000116067,6,3,Заява на імунологічний ветеринарний лікарський засіб (стаття 13d Директиви № 2001/82/ЄС),Immunological veterinary medicinal product application (Article 13d of Directive No 2001/82/EC),ua_22_50,false,null,null,null
51,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.010,2024-09-23T14:30:57.704,100000116068,4,1,Допоміжна лікарська речовина/похідна крові (стаття 1(4) обох Директив № 93/42/ЄЕС та 90/385/ЄЕС),Ancillary medicinal substance/blood derivative substance (Article 1(4) of both Directives No 93/42/EEC and 90/385/EEC),ua_22_51,false,null,null,null
52,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.014,2024-09-23T14:30:57.707,100000116069,1,3,Бібліографічна завява (самостійна),Bibliographical application (stand-alone),ua_22_52,false,null,null,null
53,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.018,2024-09-23T14:30:57.711,100000116070,2,3,Інформована згода (скорочена заява) - Директива Ради 81/851/EEC,Informed consent (abridged application) - Council Directive 81/851/ЄEC,ua_22_53,false,null,null,null
54,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.022,2024-09-23T14:30:57.714,100000116071,1,3,Фіксована комбінація,Fixed combination,ua_22_54,false,null,null,null
55,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.026,2024-09-23T14:30:57.718,100000116072,1,3,Повна заява (незалежна),Complete application (stand-alone),ua_22_55,false,null,null,null
56,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.030,2024-09-23T14:30:57.721,100000116073,1,3,Повна змішана заява,Complete mixed application,ua_22_56,false,null,null,null
57,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.034,2024-09-23T14:30:57.725,100000116074,1,3,Генерична (скорочена заява) - стаття 10(1),Generic (abridged application) - art 10(1),ua_22_57,false,null,null,null
58,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.037,2024-09-23T14:30:57.728,100000116075,1,3,Останній абзац (скорочена заява),Last paragraph (abridged application),ua_22_58,false,null,null,null
59,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.040,2024-09-23T14:30:57.731,100000116076,1,3,Повна заявка (незалежна) - Додаток до Регламенту Ради (ЄЕС) № 2309/93,Complete application (stand-alone) - Annex of Council Regulation (EEC) No 2309/93,ua_22_59,false,null,null,null
60,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.044,2024-09-23T14:30:57.734,100000116077,1,3,Повна заява (незалежна) - Директива № 2001/82/ЄC,Complete application (stand-alone) - Directive No 2001/82/EC,ua_22_60,false,null,null,null
61,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.047,2024-09-23T14:30:57.738,100000116078,1,3,Генерична (скорочена заява) - стаття 13(1),Generic (abridged application) - art 13(1),ua_22_61,false,null,null,null
62,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.051,2024-09-23T14:30:57.742,100000116079,3,3,Інформована згода (скорочена заява) – ст. 10c,Informed consent (abridged application) - art 10c,ua_22_62,false,null,null,null
63,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.054,2024-09-23T14:30:57.765,100000116080,1,3,Повна заява (незалежна) - Директива Ради 81/851/ЄEC,Complete application (stand-alone) - Council Directive 81/851/EEC,ua_22_63,false,null,null,null
64,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.058,2024-09-23T14:30:57.768,100000116081,2,3,Стаття 58 Регламенту (ЄС) № 726/2004,Article 58 of Regulation (EC) No 726/2004,ua_22_64,false,null,null,null
65,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.062,2024-09-23T14:30:57.770,100000116082,1,3,Інформована згода (скорочена заява) - Регламент Ради 2001/82/ЄC,Informed consent (abridged application) - Council Regulation 2001/82/EC,ua_22_65,false,null,null,null
66,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.066,2024-09-23T14:30:57.773,200000016457,2,1,Лікарський засіб, ліцензований відповідно до статті 126а Директиви № 2001/83/ЄС,Medicinal product authorised according to Article 126a of Directive No 2001/83/EC,ua_22_66,false,null,null,null
67,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.069,2024-09-23T14:30:57.776,200000016456,3,1,Спрощена заява на реєстрацію гомеопатичного лікарського засобу (стаття 14 Директиви № 2001/83/ЄC),Simplified registration application for a homeopathic medicinal product (Article 14 of Directive No 2001/83/EC),ua_22_67,false,null,null,null
68,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.073,2024-09-23T14:30:57.779,200000016435,7,1,Гібридна заява – зміна терапевтичного показання(нь) (стаття 19(1)(a) Регламенту (ЄС) 2019/6),Hybrid application – change in therapeutic indication(s) (Article 19(1)(a) of Regulation (EU) 2019/6),ua_22_68,false,null,null,null
69,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.076,2024-09-23T14:30:57.782,200000016436,7,1,Гібридна заява – зміна сили дії (стаття 19(1)(a) Регламенту (ЄС) 2019/6),Hybrid application – change in strength (Article 19(1)(a) of Regulation (EU) 2019/6),ua_22_69,false,null,null,null
70,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.080,2024-09-23T14:30:57.785,200000016437,7,1,Гібридна заява – зміна способу введення (стаття 19(1)(a) Регламенту (ЄС) 2019/6),Hybrid application – change in route of administration (Article 19(1)(a) of Regulation (EU) 2019/6),ua_22_70,false,null,null,null
71,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.084,2024-09-23T14:30:57.788,200000016438,7,1,Гібридна заява – зміна лікарської форми (стаття 19(1)(a) Регламенту (ЄС) 2019/6),Hybrid application – change in pharmaceutical form (Article 19(1)(a) of Regulation (EU) 2019/6),ua_22_71,false,null,null,null
72,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.088,2024-09-23T14:30:57.791,200000016439,8,1,Гібридна заява – дослідження біодоступності не можна використовувати для демонстрації біоеквівалентності (стаття 19(1)(b) Регламенту (ЄС) 2019/6),Hybrid application – bioavailability studies cannot be used to demonstrate bioequivalence (Article 19(1)(b) of Regulation (EU) 2019/6),ua_22_72,false,null,null,null
73,1.0,MarketingAuthorisationApplicationLegalBasis,2023-10-10T20:36:33.091,2024-09-23T14:30:57.793,200000016440,6,1,Гібридна заява – відмінності в сировині або в процесах виробництва біологічних ветеринарних лікарських засобів (стаття 19(1)(c) Регламенту (ЄС) 2019/6),Hybrid application – differences in raw materials or in manufacturing processes of biological VMPs (Article 19(1)(c) of Regulation (EU) 2019/6),ua_22_73,false,null,null,null
74,1.0,MarketingAuthorisationApplicationLegalBasis,2024-09-23T14:30:57.538,2024-09-23T14:30:57.541,200000029645,3,1,Гібридна заява (стаття 19(1) Регламенту (ЄС) 2019/6),Hybrid application (Article 19(1) of Regulation (EU) 2019/6),ua_22_74,false,null,null,null
75,1.0,MarketingAuthorisationApplicationLegalBasis,2024-09-23T14:30:57.543,2024-09-23T14:30:57.545,200000029646,4,1,Гібридна заява - зміна цільових видів (стаття 19(1)(a) Регламенту (ЄС) 2019/6),Hybrid application - change in target species (Article 19(1)(a) of Regulation (EU) 2019/6),ua_22_75,false,null,null,null
76,1.0,MarketingAuthorisationApplicationLegalBasis,2024-09-23T14:30:57.547,2024-09-23T14:30:57.549,200000029648,4,1,Гібридна заява - зміна періоду відкликання (стаття 19(1)(a) Регламенту (ЄС) 2019/6),Hybrid application - change in withdrawal period (Article 19(1)(a) of Regulation (EU) 2019/6),ua_22_76,false,null,null,null
77,1.0,MarketingAuthorisationApplicationLegalBasis,2024-09-23T14:30:57.551,2024-09-23T14:30:57.553,200000029650,5,1,Гібридна заява - інше (стаття 19(1)(a) Регламенту (ЄС) 2019/6),Hybrid application - other (Article 19(1)(a) of Regulation (EU) 2019/6),ua_22_77,false,null,null,Будь-яка гібридна заява, яка ще не визначена або є комбінацією кількох змін, охоплених статтею 19(1).
78,1.0,MarketingAuthorisationApplicationLegalBasis,2024-09-23T14:30:57.555,2024-09-23T14:30:57.557,200000029651,4,1,Повна заява (стаття 8 Регламенту (ЄС) 2019/6),Full application (Article 8 of Regulation (EU) 2019/6),ua_22_78,false,null,null,null
