no,vsn,model,created_on,modified_on,source_term_id,source_vsn,status,item_ua,item_en,item_code,manual,term_short_ua,term_short_en,term_desc
25,1.0,UnitsOfPresentation,2023-10-05T17:37:04.287,2024-09-23T14:49:01.745,200000002129,85,1,"Ліофілізат","Lyophilisate",ua_54_25,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що знаходиться в одній окремій одиниці, якщо лікарська форма є типом ліофілізату."
26,1.0,UnitsOfPresentation,2023-10-05T17:37:04.291,2024-09-23T14:49:01.747,200000002130,85,1,"Матриця","Matrix",ua_54_26,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що знаходиться в одній окремій одиниці, якщо лікарська форма є типом матриці."
27,1.0,UnitsOfPresentation,2023-10-05T17:37:04.294,2024-09-23T14:49:01.750,200000002131,87,1,"Подушечка","Pad",ua_54_27,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що знаходиться в одній окремій одиниці, якщо лікарська форма є типом подушечки."
28,1.0,UnitsOfPresentation,2023-10-05T17:37:04.297,2024-09-23T14:49:01.752,200000002132,85,1,"Папір","Paper",ua_54_28,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що міститься в одній окремій одиниці, якщо лікарська форма є типом паперу."
29,1.0,UnitsOfPresentation,2023-10-05T17:37:04.301,2024-09-23T14:49:01.755,200000002133,88,1,"Пастилка","Pastille",ua_54_29,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що міститься в одній окремій одиниці, якщо лікарська форма є типом пастилки."
30,1.0,UnitsOfPresentation,2023-10-05T17:37:04.304,2024-09-23T14:49:01.758,200000002134,88,1,"Патч","Patch",ua_54_30,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що знаходиться в одній окремій одиниці, якщо лікарська форма є типом патчу."
31,1.0,UnitsOfPresentation,2023-10-05T17:37:04.307,2024-09-23T14:49:01.760,200000002135,86,1,"Ручка","Pen",ua_54_31,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, яка міститься в одній ручці."
32,1.0,UnitsOfPresentation,2023-10-05T17:37:04.310,2024-09-23T14:49:01.763,200000002136,85,1,"Підвіска","Pendant",ua_54_32,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що міститься в одній окремій одиниці, якщо лікарська форма є типом підвіски."
33,1.0,UnitsOfPresentation,2023-10-05T17:37:04.313,2024-09-23T14:49:01.766,200000002137,89,1,"Песарій","Pessary",ua_54_33,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, який знаходиться в одній окремій одиниці, якщо лікарська форма є типом песарію."
34,1.0,UnitsOfPresentation,2023-10-05T17:37:04.317,2024-09-23T14:49:01.768,200000002138,86,1,"Пігулка","Pillule",ua_54_34,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що знаходиться в одній окремій одиниці, якщо лікарська форма є типом пігулки."
35,1.0,UnitsOfPresentation,2023-10-05T17:37:04.320,2024-09-23T14:49:01.771,200000002139,86,1,"Піпетка","Pipette",ua_54_35,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, який міститься в одній піпетці."
36,1.0,UnitsOfPresentation,2023-10-05T17:37:04.323,2024-09-23T14:49:01.774,200000002140,87,1,"Пластир","Plaster",ua_54_36,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що міститься в одній окремій одиниці, якщо лікарська форма є типом пластиру."
37,1.0,UnitsOfPresentation,2023-10-05T17:37:04.327,2024-09-23T14:49:01.776,200000002141,85,1,"Тампон","Plug",ua_54_37,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, яка знаходиться в одній окремій одиниці, якщо лікарська форма дозування є типом тампону."
38,1.0,UnitsOfPresentation,2023-10-05T17:37:04.330,2024-09-23T14:49:01.779,200000002142,89,1,"Мішечок","Pouch",ua_54_38,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що міститься в одній окремій одиниці, якщо лікарська форма або контейнер є типом мішечка."
39,1.0,UnitsOfPresentation,2023-10-05T17:37:04.334,2024-09-23T14:49:01.782,200000002143,87,1,"Саше","Sachet",ua_54_39,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що міститься в одному саше."
40,1.0,UnitsOfPresentation,2023-10-05T17:37:04.337,2024-09-23T14:49:01.785,200000002144,87,1,"Губка","Sponge",ua_54_40,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що знаходиться в одній окремій одиниці, якщо лікарська форма є типом губки."
41,1.0,UnitsOfPresentation,2023-10-05T17:37:04.341,2024-09-23T14:49:01.787,200000002145,89,1,"Ложка","Spoonful",ua_54_41,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, який вводиться шляхом наповнення однієї ложки пристрою для введення."
42,1.0,UnitsOfPresentation,2023-10-05T17:37:04.345,2024-09-23T14:49:01.790,200000002146,87,1,"Стік","Stick",ua_54_42,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що знаходиться в одній окремій одиниці, якщо лікарська форма є типом стіка."
43,1.0,UnitsOfPresentation,2023-10-05T17:37:04.348,2024-09-23T14:49:01.793,200000002147,84,1,"Соломинка","Straw",ua_54_43,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що міститься в одному контейнері-соломинці."
44,1.0,UnitsOfPresentation,2023-10-05T17:37:04.352,2024-09-23T14:49:01.795,200000002148,87,1,"Стріп","Strip",ua_54_44,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що міститься в одній окремій одиниці, якщо лікарська форма є типом стріпу."
45,1.0,UnitsOfPresentation,2023-10-05T17:37:04.356,2024-09-23T14:49:01.798,200000002149,88,1,"Супозиторій","Suppository",ua_54_45,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що міститься в одній окремій одиниці, якщо лікарська форма є типом супозиторію."
46,1.0,UnitsOfPresentation,2023-10-05T17:37:04.359,2024-09-23T14:49:01.801,200000002150,88,1,"Шприц","Syringe",ua_54_46,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що міститься в одному контейнері-шприці."
47,1.0,UnitsOfPresentation,2023-10-05T17:37:04.363,2024-09-23T14:49:01.804,200000002151,83,1,"Система","System",ua_54_47,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що знаходиться в одній окремій одиниці, якщо лікарська форма є типом системи."
48,1.0,UnitsOfPresentation,2023-10-05T17:37:04.366,2024-09-23T14:49:01.807,200000002152,89,1,"Таблетка","Tablet",ua_54_48,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що міститься в одній окремій одиниці, якщо лікарська форма є типом таблетки."
49,1.0,UnitsOfPresentation,2023-10-05T17:37:04.370,2024-09-23T14:49:01.810,200000002153,87,1,"Мітка","Tag",ua_54_49,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що знаходиться в одній окремій одиниці, якщо лікарська форма є типом мітки."
50,1.0,UnitsOfPresentation,2023-10-05T17:37:04.374,2024-09-23T14:49:01.813,200000002154,87,1,"Тампон","Tampon",ua_54_50,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що міститься в одній окремій одиниці, якщо лікарська форма є типом тампона."
51,1.0,UnitsOfPresentation,2023-10-05T17:37:04.377,2024-09-23T14:49:01.817,200000002155,85,1,"Нитка","Thread",ua_54_51,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, який знаходиться в одній окремій одиниці, якщо лікарська форма є типом нитки."
52,1.0,UnitsOfPresentation,2023-10-05T17:37:04.381,2024-09-23T14:49:01.820,200000002156,88,1,"Трубка","Tube",ua_54_52,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що міститься в одній трубці."
53,1.0,UnitsOfPresentation,2023-10-05T17:37:04.384,2024-09-23T14:49:01.823,200000002157,87,1,"Ємність","Vessel",ua_54_53,false,null,null,"Одиниця форми випуску, що використовується для представлення кількості препарату, що міститься в одному контейнері типу ємність."
54,1.0,UnitsOfPresentation,2023-10-05T17:37:04.387,2024-09-23T14:49:01.827,200000002158,89,1,"Флакон","Vial",ua_54_54,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що міститься в одному флаконі."
55,1.0,UnitsOfPresentation,2023-10-05T17:37:04.390,2024-09-23T14:49:01.831,200000002159,82,4,"Струмінь повітря","Puff",ua_54_55,false,null,null,"null"
56,1.0,UnitsOfPresentation,2023-10-05T17:37:04.394,2024-09-23T14:49:01.835,200000002163,94,1,"Введення","Actuation",ua_54_56,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, яка вводиться після одноразової роботи дозуючого насоса, клапана або іншого еквівалентного дозуючого механізму."
57,1.0,UnitsOfPresentation,2023-10-05T17:37:04.397,2024-09-23T14:49:01.839,200000002164,88,1,"Ампула","Ampoule",ua_54_57,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що міститься в одній ампулі."
58,1.0,UnitsOfPresentation,2023-10-05T17:37:04.400,2024-09-23T14:49:01.845,200000002165,89,1,"Аплікатор","Applicator",ua_54_58,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що міститься в одному аплікаторі."
59,1.0,UnitsOfPresentation,2023-10-05T17:37:04.403,2024-09-23T14:49:01.849,200000002166,88,1,"М'який резервуар","Bag",ua_54_59,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що міститься в одному м'якому резервуарі."
60,1.0,UnitsOfPresentation,2023-10-05T17:37:04.407,2024-09-23T14:49:01.865,200000010635,5,3,"Коробка","Box",ua_54_60,false,null,null,"null"
61,1.0,UnitsOfPresentation,2023-10-05T17:37:04.411,2024-09-23T14:49:01.869,200000016429,6,3,"Голка","Prick",ua_54_61,false,null,null,"null"
62,1.0,UnitsOfPresentation,2023-10-05T17:37:04.415,2024-09-23T14:49:01.873,200000016427,9,3,"Доза","Dose",ua_54_62,false,null,null,"null"
63,1.0,UnitsOfPresentation,2023-10-05T17:37:04.418,2024-09-23T14:49:01.877,200000016428,7,3,"Пакет","Packet",ua_54_63,false,null,null,"null"
64,1.0,UnitsOfPresentation,2023-10-05T17:37:04.421,2024-09-23T14:49:01.881,200000016451,5,3,"Спрей","Spray",ua_54_64,false,null,null,"null"
65,1.0,UnitsOfPresentation,2023-10-05T17:37:04.424,2024-09-23T14:49:01.885,200000016441,6,3,"Набір","Kit",ua_54_65,false,null,null,"null"
66,1.0,UnitsOfPresentation,2023-10-05T17:37:04.428,2024-09-23T14:49:01.889,200000016442,3,3,"Гранула","Bead",ua_54_66,false,null,null,"null"
67,1.0,UnitsOfPresentation,2023-10-05T17:37:04.432,2024-09-23T14:49:01.892,200000016444,6,3,"Вафля","Wafer",ua_54_67,false,null,null,"null"
68,1.0,UnitsOfPresentation,2023-10-05T17:37:04.435,2024-09-23T14:49:01.896,200000016445,71,1,"Тампон","Swab",ua_54_68,false,null,null,"Одиниця форми випуску, яка використовується для представлення кількості препарату, що міститься в одній окремій одиниці, якщо лікарська форма є типом тампона."
69,1.0,UnitsOfPresentation,2023-10-05T17:37:04.438,2024-09-23T14:49:01.899,200000016446,5,3,"Пелет","Pellet",ua_54_69,false,null,null,"null"
70,1.0,UnitsOfPresentation,2024-09-23T14:49:01.551,2024-09-23T14:49:01.555,200000018448,5,3,"Картонна коробка","Carton",ua_54_70,false,null,null,"null"
71,1.0,UnitsOfPresentation,2024-09-23T14:49:01.557,2024-09-23T14:49:01.559,200000018449,4,3,"Диск","Disk",ua_54_71,false,null,null,"null"
72,1.0,UnitsOfPresentation,2024-09-23T14:49:01.561,2024-09-23T14:49:01.564,200000018450,4,3,"Болюс","Bolus",ua_54_72,false,null,null,"null"
73,1.0,UnitsOfPresentation,2024-09-23T14:49:01.566,2024-09-23T14:49:01.569,200000022797,2,3,"Кулька","Bead",ua_54_73,false,null,null,"null"
74,1.0,UnitsOfPresentation,2024-09-23T14:49:01.572,2024-09-23T14:49:01.575,200000022800,3,3,"Банка","Can",ua_54_74,false,null,null,"null"
75,1.0,UnitsOfPresentation,2024-09-23T14:49:01.578,2024-09-23T14:49:01.581,200000022803,3,3,"Целофанова упаковка","Cello pack",ua_54_75,false,null,null,"null"
76,1.0,UnitsOfPresentation,2024-09-23T14:49:01.584,2024-09-23T14:49:01.587,200000022804,3,3,"Покриття","Coat",ua_54_76,false,null,null,"null"
77,1.0,UnitsOfPresentation,2024-09-23T14:49:01.590,2024-09-23T14:49:01.594,200000022809,3,3,"Розчин для занурення","Dip",ua_54_77,false,null,null,"null"
78,1.0,UnitsOfPresentation,2024-09-23T14:49:01.597,2024-09-23T14:49:01.599,200000022810,3,3,"Упаковка для дози","Dose pack",ua_54_78,false,null,null,"null"
79,1.0,UnitsOfPresentation,2024-09-23T14:49:01.602,2024-09-23T14:49:01.605,200000022812,3,3,"Генератор","Generator",ua_54_79,false,null,null,"null"
80,1.0,UnitsOfPresentation,2024-09-23T14:49:01.609,2024-09-23T14:49:01.612,200000022813,3,3,"Кухоль","Jug",ua_54_80,false,null,null,"null"
81,1.0,UnitsOfPresentation,2024-09-23T14:49:01.614,2024-09-23T14:49:01.617,200000022815,3,3,"Частина","Part",ua_54_81,false,null,null,"null"
82,1.0,UnitsOfPresentation,2024-09-23T14:49:01.620,2024-09-23T14:49:01.622,200000022817,3,3,"Великий мішок","Supersack",ua_54_82,false,null,null,"null"
83,1.0,UnitsOfPresentation,2024-09-23T14:49:01.625,2024-09-23T14:49:01.628,200000022801,3,3,"Каністра","Canister",ua_54_83,false,null,null,"null"
84,1.0,UnitsOfPresentation,2024-09-23T14:49:01.630,2024-09-23T14:49:01.633,200000022802,3,3,"Ящик","Case",ua_54_84,false,null,null,"null"
85,1.0,UnitsOfPresentation,2024-09-23T14:49:01.636,2024-09-23T14:49:01.638,200000022805,3,3,"Пристрій","Device",ua_54_85,false,null,null,"null"
86,1.0,UnitsOfPresentation,2024-09-23T14:49:01.641,2024-09-23T14:49:01.644,200000022806,3,3,"Дьюар","Dewar",ua_54_86,false,null,null,"null"
87,1.0,UnitsOfPresentation,2024-09-23T14:49:01.646,2024-09-23T14:49:01.648,200000022808,3,3,"Упаковка з диском, що обертається","Dialpack",ua_54_87,false,null,null,"null"
88,1.0,UnitsOfPresentation,2024-09-23T14:49:01.651,2024-09-23T14:49:01.653,200000022811,3,3,"Циліндричний контейнер","Drum",ua_54_88,false,null,null,"null"
89,1.0,UnitsOfPresentation,2024-09-23T14:49:01.656,2024-09-23T14:49:01.658,200000022814,5,1,"Інше","Other",ua_54_89,false,null,null,"null"
90,1.0,UnitsOfPresentation,2024-09-23T14:49:01.661,2024-09-23T14:49:01.663,200000022816,3,3,"Кільце","Ring",ua_54_90,false,null,null,"null"
91,1.0,UnitsOfPresentation,2024-09-23T14:49:01.665,2024-09-23T14:49:01.668,200000022837,3,3,"Упаковка, яка фіксує кожну прийняту дозу","Tabminder",ua_54_91,false,null,null,"null"
92,1.0,UnitsOfPresentation,2024-09-23T14:49:01.670,2024-09-23T14:49:01.672,200000022838,3,3,"Бак","Tank",ua_54_92,false,null,null,"null"
93,1.0,UnitsOfPresentation,2024-09-23T14:49:01.674,2024-09-23T14:49:01.676,200000022840,3,3,"Піддон","Tray",ua_54_93,false,null,null,"null"
94,1.0,UnitsOfPresentation,2024-09-23T14:49:01.678,2024-09-23T14:49:01.680,200000022839,5,1,"Проба","Test",ua_54_94,false,null,null,"null"
95,1.0,UnitsOfPresentation,2024-09-23T14:49:01.682,2024-09-23T14:49:01.684,200000022841,3,3,"Корж","Troche",ua_54_95,false,null,null,"null"
96,1.0,UnitsOfPresentation,2024-09-23T14:49:01.686,2024-09-23T14:49:01.687,200000022842,3,3,"Невідома","Unknown",ua_54_96,false,null,null,"null"
97,1.0,UnitsOfPresentation,2024-09-23T14:49:01.852,2024-09-23T14:49:01.855,200000032299,1,5,"Порція","Portion",ua_54_97,false,null,null,"null"
98,1.0,UnitsOfPresentation,2024-09-23T14:49:01.858,2024-09-23T14:49:01.861,200000032445,2,3,"Наживка","Bait",ua_54_98,false,null,null,"null"
99,1.0,UnitsOfPresentation,2025-03-28T13:23:03.076,2025-03-28T13:23:03.076,null,1,1,"*контурна чарункова упаковка","null",ua_54_99,true,null,null,"null"
100,1.0,UnitsOfPresentation,2025-03-28T13:23:03.076,2025-03-28T13:23:03.076,null,1,1,"*перехідник для флакона","null",ua_54_100,true,null,null,"null"
101,1.0,UnitsOfPresentation,2025-03-28T13:23:03.076,2025-03-28T13:23:03.076,null,1,1,"*групова тара","null",ua_54_101,true,null,null,"null"
102,1.0,UnitsOfPresentation,2025-03-28T13:23:03.076,2025-03-28T13:23:03.076,null,1,1,"*аплікатор для введення піни","null",ua_54_102,true,null,null,"null"
103,1.0,UnitsOfPresentation,2025-03-28T13:23:03.076,2025-03-28T13:23:03.076,null,1,1,"*туба-крапельниця","null",ua_54_103,true,null,null,"null"
104,1.0,UnitsOfPresentation,2025-03-28T13:23:03.076,2025-03-28T13:23:03.076,null,1,1,"*пачка","null",ua_54_104,true,null,null,"null"
105,1.0,UnitsOfPresentation,2025-03-28T13:23:03.076,2025-03-28T13:23:03.076,null,1,1,"*лоток","null",ua_54_105,true,null,null,"null"
106,1.0,UnitsOfPresentation,2025-03-28T13:23:03.076,2025-03-28T13:23:03.076,null,1,1,"*чарункова упаковка","null",ua_54_106,true,null,null,"null"
107,1.0,UnitsOfPresentation,2025-03-28T13:23:03.076,2025-03-28T13:23:03.076,null,1,1,"*фільтр-пакет","null",ua_54_107,true,null,null,"null"
108,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*килимок","null",ua_54_108,true,null,null,"null"
109,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*туба-олівець","null",ua_54_109,true,null,null,"null"
110,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*фліп-упаковка","null",ua_54_110,true,null,null,"null"
111,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*попередньо наповнений інжектор","null",ua_54_111,true,null,null,"null"
112,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*касета","null",ua_54_112,true,null,null,"null"
113,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*поршень","null",ua_54_113,true,null,null,"null"
114,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*плівка","null",ua_54_114,true,null,null,"null"
115,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*гаманець","null",ua_54_115,true,null,null,"null"
116,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*самоклеючий календар-стікер","null",ua_54_116,true,null,null,"null"
117,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*голка для розчинення","null",ua_54_117,true,null,null,"null"
118,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*етикетка","null",ua_54_118,true,null,null,"null"
119,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*адаптер","null",ua_54_119,true,null,null,"null"
120,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*блістерна чарункова упаковка","null",ua_54_120,true,null,null,"null"
121,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*газифікатор","null",ua_54_121,true,null,null,"null"
122,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*клізма","null",ua_54_122,true,null,null,"null"
123,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*багатошарова обгортка","null",ua_54_123,true,null,null,"null"
124,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*чарункова упаковка (піддон)","null",ua_54_124,true,null,null,"null"
125,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*блок","null",ua_54_125,true,null,null,"null"
126,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*комплект","null",ua_54_126,true,null,null,"null"
127,1.0,UnitsOfPresentation,2025-03-28T13:23:03.077,2025-03-28T13:23:03.077,null,1,1,"*обгортка","null",ua_54_127,true,null,null,"null"
128,1.0,UnitsOfPresentation,2025-03-28T13:23:03.078,2025-03-28T13:23:03.078,null,1,1,"*тримач шпателя","null",ua_54_128,true,null,null,"null"
129,1.0,UnitsOfPresentation,2025-03-28T13:23:03.078,2025-03-28T13:23:03.078,null,1,1,"*туба-канюля","null",ua_54_129,true,null,null,"null"
130,1.0,UnitsOfPresentation,2025-03-28T13:23:03.078,2025-03-28T13:23:03.078,null,1,1,"*моноблок-балон","null",ua_54_130,true,null,null,"null"
131,1.0,UnitsOfPresentation,2025-03-28T13:23:03.078,2025-03-28T13:23:03.078,null,1,1,"*конверт","null",ua_54_131,true,null,null,"null"
