no,atc,atc_parent,vsn,model,created_on,modified_on,source_term_id,source_vsn,status,item_ua,item_en,item_code,manual,term_short_ua,term_short_en,term_desc
"24","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.001","2024-09-20T17:44:29.891","100000073575","84","1","Введення у лапу птахів","Foot-stab use","ua_43_24","false",null,null,"Введення ветеринарного препарату у лапу птахів."
"25","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.004","2024-09-20T17:44:29.896","100000073576","86","1","Гастроентеральне застосування","Gastroenteral use","ua_43_25","false",null,null,"Введення лікарського засобу в шлунково-кишковий тракт за допомогою відповідного пристрою. Застосовувати лише у випадках, інших ніж шлункове застосування та застосування в кишечнику."
"26","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.008","2024-09-20T17:44:29.901","100000073577","86","1","Шлункове застосування","Gastric use","ua_43_26","false",null,null,"Введення лікарського засобу в шлунок за допомогою відповідного пристрою"
"27","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.012","2024-09-20T17:44:29.907","100000073578","84","1","Гінгівальне застосування","Gingival use","ua_43_27","false",null,null,"Введення лікарського засобу в ясна."
"28","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.016","2024-09-20T17:44:29.911","100000073579","86","1","Гемодіаліз","Haemodialysis","ua_43_28","false",null,null,"Очищення крові за допомогою напівпроникної мембрани. [Попередній англійський термін «Гемодіаліз» виправлено 04/07/11.]"
"29","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.020","2024-09-20T17:44:29.915","100000073580","94","1","У питній воді/молоці","In drinking water/milk use","ua_43_29","false",null,null,"Введення ветеринарного лікарського засобу шляхом додавання тварині в питну воду, молоко або замінник молока. [Попередній англійський термін «У питній воді або вживанні молока» виправлено 28/03/2011.]"
"30","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.024","2024-09-20T17:44:29.920","100000073581","85","1","In ovo застосування","In ovo","ua_43_30","false",null,null,"Введення ветеринарного лікарського засобу через шкаралупу в зародкове яйце."
"31","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.028","2024-09-20T17:44:29.924","100000073582","84","1","Введення шляхом додавання в корм","In-feed use","ua_43_31","false",null,null,"Введення ветеринарного препарату шляхом додавання в корм тваринам."
"32","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.031","2024-09-20T17:44:29.929","100000073583","86","1","Застосування у вулику","In-hive use","ua_43_32","false",null,null,"Введення ветеринарного лікарського засобу у бджолиний вулик, наприклад, шляхом розміщення його у бджолиному вулику, розбризкування над чи у бджолиному вулику або перетворення його на пару за допомогою відповідного пристрою для випаровування, щоб пари потрапили в бджолиний вулик."
"33","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.035","2024-09-20T17:44:29.933","100000073584","90","1","Інгаляційне застосування","Inhalation use","ua_43_33","false",null,null,"Введення лікарського засобу в дихальну систему шляхом інгаляції для отримання системної або місцевої дії в нижніх дихальних шляхах. Назальне та ендотрахеопульмональне застосування виключено"
"34","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.039","2024-09-20T17:44:29.937","100000073585","86","1","Застосування в кишечнику","Intestinal use","ua_43_34","false",null,null,"Введення лікарського засобу в кишечник (дванадцятипалу кишку, порожню кишку, клубову та ободову кишку) за допомогою відповідного пристрою. Шлунково-кишкове застосування виключено"
"35","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.043","2024-09-20T17:44:29.941","100000073586","85","1","Інтраамніотичне застосування","Intraamniotic use","ua_43_35","false",null,null,"Ін'єкція лікарського засобу в амніотичну порожнину."
"36","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.046","2024-09-20T17:44:29.946","100000073587","86","1","Внутрішньоартеріальне застосування","Intraarterial use","ua_43_36","false",null,null,"Ін'єкція лікарського засобу в артерію."
"37","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.050","2024-09-20T17:44:29.950","100000073588","87","1","Внутрішньосуглобове застосування","Intraarticular use","ua_43_37","false",null,null,"Ін'єкція лікарського засобу в суглобову порожнину."
"38","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.054","2024-09-20T17:44:29.954","100000073589","87","1","Інтрабурсальне застосування","Intrabursal use","ua_43_38","false",null,null,"Ін'єкція лікарського засобу в бурси і сухожилля."
"39","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.057","2024-09-20T17:44:29.958","100000073590","85","1","Внутрішньосерцеве застосування","Intracardiac use","ua_43_39","false",null,null,"Ін'єкція лікарського засобу в серцевий м'яз та/або порожнину серця."
"40","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.060","2024-09-20T17:44:29.963","100000073591","84","1","Інтракавернозне застосування","Intracavernous use","ua_43_40","false",null,null,"Ін'єкція лікарського засобу в кавернозне тіло."
"41","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.064","2024-09-20T17:44:29.967","100000073592","87","1","Інтрацеребральне застосування","Intracerebral use","ua_43_41","false",null,null,"Введення лікарського засобу безпосередньо в тканину мозку. Цей термін використовується лише тоді, коли більш специфічний термін (наприклад, «інтрапутамінальне введення») не застосовується."
"42","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.067","2024-09-20T17:44:29.970","100000073593","84","1","Інтрацервікальне застосування","Intracervical use","ua_43_42","false",null,null,"Ін'єкція лікарського засобу в шийку матки."
"43","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.071","2024-09-20T17:44:29.974","100000073594","85","1","Внутрішньокоронарне застосування","Intracoronary use","ua_43_43","false",null,null,"Ін'єкція лікарського засобу в коронарну артерію."
"44","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.074","2024-09-20T17:44:29.978","100000073595","87","1","Внутрішньошкірне застосування","Intradermal use","ua_43_44","false",null,null,"Ін'єкція лікарського засобу в дерму."
"45","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.078","2024-09-20T17:44:29.982","100000073596","86","1","Внутрішньодискове застосування","Intradiscal use","ua_43_45","false",null,null,"Ін'єкція лікарського засобу в пульпозне ядро міжхребцевого диска."
"46","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.081","2024-09-20T17:44:29.985","100000073597","86","1","Інтралезійне застосування","Intralesional use (","ua_43_46","false",null,null,"Введення лікарського засобу за допомогою ін’єкцій або будь-яким іншим способом безпосередньо в вогнище ураження."
"47","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.085","2024-09-20T17:44:29.989","100000073598","85","1","Інтралімфатичне застосування","Intralymphatic use","ua_43_47","false",null,null,"Ін'єкція лікарського засобу в лімфатичну судину."
"48","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.088","2024-09-20T17:44:29.992","100000073599","93","1","Інтрамамарне застосування","Intramammary use","ua_43_48","false",null,null,"Введення ветеринарного лікарського засобу в інтрамаммарну залозу через сосковий канал."
"49","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.092","2024-09-20T17:44:29.995","100000073600","96","1","Внутрішньом'язове застосування","Intramuscular use","ua_43_49","false",null,null,"Ін'єкція лікарського засобу в м'язову тканину."
"50","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.095","2024-09-20T17:44:29.999","100000073601","87","1","Інтраокулярне застосування (внутрішньоочне застосування)","Intraocular use","ua_43_50","false",null,null,"Введення лікарського засобу в око. Термін «внутрішньоочне застосування» призначений лише для використання, коли більш специфічний термін (наприклад, «внутрішньокамерне застосування», «інтравітреальне застосування») не застосовується. Окулярне та субкон’юнктивальне застосування виключено."
"51","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.099","2024-09-20T17:44:30.002","100000073602","89","1","Внутрішньокісткове застосування","Intraosseous use","ua_43_51","false",null,null,"Введення лікарського засобу в кістковий мозок. Інтрастернальне застосування виключено."
"52","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.102","2024-09-20T17:44:30.005","100000073603","85","1","Інтраперикардіальне застосування","Intrapericardial use","ua_43_52","false",null,null,"Ін'єкція лікарського засобу в перикард."
"53","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.106","2024-09-20T17:44:30.008","100000073604","86","1","Внутрішньоочеревинне застосування","Intraperitoneal use","ua_43_53","false",null,null,"Ін'єкція лікарського засобу в черевну порожнину."
"54","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.110","2024-09-20T17:44:30.011","100000073605","87","1","Внутрішньоплевральне застосування","Intrapleural use","ua_43_54","false",null,null,"Ін'єкція лікарського засобу в плевральну порожнину."
"55","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.116","2024-09-20T17:44:30.014","100000073606","87","1","Інтрарумінальне застосування (введення до рубця (шлунка) жуйних тварин)","Intraruminal use","ua_43_55","false",null,null,"Введення ветеринарного лікарського засобу до рубця (шлунка) жуйних тварин"
"56","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.119","2024-09-20T17:44:30.017","100000073607","86","1","Інтрастернальне застосування","Intrasternal use","ua_43_56","false",null,null,"Ін'єкція лікарського засобу в кістковий мозок грудини."
"57","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.124","2024-09-20T17:44:30.020","100000073608","87","1","Інтратекальне застосування","Intrathecal use","ua_43_57","false",null,null,"Ін'єкція лікарського засобу через тверду мозкову оболонку в субарахноїдальну порожнину."
"58","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.128","2024-09-20T17:44:30.022","100000073609","87","1","Внутрішньопухлинне застосування","Intratumoral use","ua_43_58","false",null,null,"Ін'єкція лікарського засобу в пухлину."
"59","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.132","2024-09-20T17:44:30.025","100000073610","86","1","Внутрішньоматкове застосування","Intrauterine use","ua_43_59","false",null,null,"Введення лікарського засобу в порожнину матки."
"60","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.136","2024-09-20T17:44:30.028","100000073611","105","1","Внутрішньовенне застосування","Intravenous use","ua_43_60","false",null,null,"Ін'єкція лікарського засобу у вену."
"61","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.139","2024-09-20T17:44:30.031","100000073612","84","1","Внутрішньоміхурове застосування","Intravesical use","ua_43_61","false",null,null,"Введення лікарського засобу в сечовий міхур."
"62","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.142","2024-09-20T17:44:30.033","100000073613","87","1","Інтравітреальне застосування","Intravitreal use","ua_43_62","false",null,null,"Введення лікарського засобу в задню камеру ока."
"63","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.145","2024-09-20T17:44:30.037","100000073614","85","1","Ларингофарингеальне застосування","Laryngopharyngeal use","ua_43_63","false",null,null,"Введення лікарського засобу в гортаноглотку для місцевої дії (анестетики)."
"64","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.149","2024-09-20T17:44:30.039","100000073615","86","1","Назальне застосування","Nasal use","ua_43_64","false",null,null,"Введення лікарського засобу в ніс для отримання системної або місцевої дії. Виключається інгаляційна терапія, призначена для нижніх дихальних шляхів; дивіться інгаляційне застосування."
"65","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.153","2024-09-20T17:44:30.042","100000073616","89","1","Небулізаційне застосування (застосування для небулізації)","Nebulisation use","ua_43_65","false",null,null,"Введення ветеринарного лікарського засобу, перетвореного в аерозоль для масового лікування, наприклад, птахів."
"66","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.156","2024-09-20T17:44:30.045","100000073617","90","1","Очне застосування","Ocular use","ua_43_66","false",null,null,"Нанесення лікарського засобу на очне яблуко та/або кон'юнктиву."
"67","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.160","2024-09-20T17:44:30.048","100000073618","88","1","Окулоназальне застосування (офтальмологічно-назальне застосування)","Oculonasal use","ua_43_67","false",null,null,"Введення ветеринарного лікарського засобу шляхом інстиляції (закапування) в очі та ніздрі окремих тварин (зазвичай птахів) або розпилення на тварин для досягнення такого ж ефекту."
"68","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.163","2024-09-20T17:44:30.050","100000073619","89","1","Оральне застосування","Oral use","ua_43_68","false",null,null,"Застосування лікарського засобу шляхом ковтання."
"69","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.166","2024-09-20T17:44:30.053","100000073620","87","1","Оромукозне застосування","Oromucosal use","ua_43_69","false",null,null,"Введення лікарського засобу в ротову порожнину для отримання системної або місцевої дії. Термін`оромукозний` використовується лише тоді, коли більш специфічний термін (наприклад, щічний, ясенний, під’язиковий...) не застосовується. Пероральне застосування виключено."
"70","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.168","2024-09-20T17:44:30.056","100000073621","85","1","Орофарингеальне застосування (ротоглоткове застосування)","Oropharyngeal use","ua_43_70","false",null,null,"Введення лікарського засобу в ротоглотку (горло) для отримання місцевого ефекту."
"71","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.171","2024-09-20T17:44:30.058","100000073622","89","1","Паравертебральне застосування","Paravertebral use","ua_43_71","false",null,null,"Ін'єкція ветеринарного лікарського засобу вздовж хребта тварин."
"72","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.173","2024-09-20T17:44:30.061","100000073623","86","1","Періартикулярне застосування (навколосуглобове застосування)","Periarticular use","ua_43_72","false",null,null,"Ін'єкція лікарського засобу навколо суглоба."
"73","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.176","2024-09-20T17:44:30.064","100000073624","87","1","Периневральне застосування","Perineural use","ua_43_73","false",null,null,"Ін'єкція лікарського засобу в безпосереднє оточення одного або кількох нервів."
"74","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.179","2024-09-20T17:44:30.066","100000073625","87","1","Періодонтальне застосування","Periodontal use","ua_43_74","false",null,null,"Введення в мішечок між зубом і яснами."
"75","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.181","2024-09-20T17:44:30.069","100000073626","86","1","Заднє юкстасклеральне застосування (Заднє навколосклеральне застосування)","Posterior juxtascleral use","ua_43_75","false",null,null,"Введення лікарського засобу під субтенонову мембрану склери (тобто в епісклеральний простір), що прилягає до макули."
"76","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.183","2024-09-20T17:44:30.072","100000073627","88","1","Введення шляхом наливання","Pour-on use","ua_43_76","false",null,null,"Введення ветеринарного лікарського засобу шляхом наливання на серединну лінію спини тварини або на верхню частину голови та навколо основи рогів."
"77","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.186","2024-09-20T17:44:30.094","100000073628","87","1","Ректальне застосування","Rectal use","ua_43_77","false",null,null,"Введення лікарського засобу в пряму кишку з метою отримання місцевого або системного впливу."
"78","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.188","2024-09-20T17:44:30.098","100000073629","85","1","Шлях введення не застосовується","Route of administration not applicable","ua_43_78","false",null,null,"Стосується лікарських засобів, які не контактують безпосередньо з тілом пацієнта, або вводяться в різні або невизначені анатомічні ділянки."
"79","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.190","2024-09-20T17:44:30.102","100000073630","85","1","Скарифікація шкіри","Skin scarification","ua_43_79","false",null,null,"Введення лікарського засобу шляхом подряпин на шкірі."
"80","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.192","2024-09-20T17:44:30.105","100000073631","86","1","Точне застосування (застосування на невеликій ділянці шкіри)","Spot-on use","ua_43_80","false",null,null,"Введення ветеринарного лікарського засобу в одну ділянку на спині тварини або в основі голови."
"81","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.195","2024-09-20T17:44:30.108","100000073632","85","1","Субкон'юнктивальне застосування","Subconjunctival use","ua_43_81","false",null,null,"Ін'єкція лікарського засобу під кон'юнктиву."
"82","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.197","2024-09-20T17:44:30.111","100000073633","89","1","Підшкірне застосування","Subcutaneous use","ua_43_82","false",null,null,"Ін'єкція лікарського засобу безпосередньо під шкіру, тобто підшкірно"
"83","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.199","2024-09-20T17:44:30.116","100000073634","85","1","Сублінгвальне застосування","Sublingual use","ua_43_83","false",null,null,"Введення лікарського засобу під язик для отримання системної дії."
"84","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.202","2024-09-20T17:44:30.119","100000073635","85","1","Застосування на поверхні соска(ів).","Teat use","ua_43_84","false",null,null,"Введення ветеринарного лікарського засобу на поверхню соска(ів). Занурення соски включено."
"85","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.204","2024-09-20T17:44:30.122","100000073636","86","1","Введення шляхом нанесення на поверхню корму","Top-dressing use","ua_43_85","false",null,null,"Введення ветеринарного лікарського засобу шляхом нанесення на поверхню корму безпосередньо перед годуванням."
"86","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.206","2024-09-20T17:44:30.125","100000073637","84","1","Трансдермальне застосування","Transdermal use","ua_43_86","false",null,null,"Нанесення лікарського засобу на шкіру з метою отримання системної дії після проходження через шкірний бар’єр."
"87","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.208","2024-09-20T17:44:30.128","100000073638","88","1","Уретральне застосування","Urethral use","ua_43_87","false",null,null,"Введення лікарського засобу в уретру."
"88","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.210","2024-09-20T17:44:30.131","100000073639","85","1","Вагінальне застосування","Vaginal use","ua_43_88","false",null,null,"Введення лікарського засобу в піхву."
"89","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.213","2024-09-20T17:44:30.134","100000073640","87","1","Введення ветеринарного лікарського засобу водним (морським або прісноводним) видам шляхом лікування водного середовища.","Water-borne use","ua_43_89","false",null,null,"Введення ветеринарного лікарського засобу водним (морським або прісноводним) видам шляхом лікування водного середовища."
"90","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.216","2024-09-20T17:44:30.137","100000073641","87","1","Застосування методом проколу перетинки крила","Wing-web-stab use","ua_43_90","false",null,null,"Введення ветеринарного лікарського засобу в перетинку крил птаха."
"91","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.219","2024-09-20T17:44:30.139","100000075237","9","3","Застосування у клубовій кишці","Intraileal use","ua_43_91","false",null,null,null
"92","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.221","2024-09-20T17:44:30.142","100000075238","10","3","Внутрішньошлункове застосування","Intragastric use","ua_43_92","false",null,null,null
"93","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.223","2024-09-20T17:44:30.144","100000075239","90","1","Інтраепідермальне застосування","Intraepidermal use","ua_43_93","false",null,null,"Введення лікарського засобу в епідерміс"
"94","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.226","2024-09-20T17:44:30.147","100000075240","8","3","Інтрадуральне застосування (застосування всередині твердої оболонки, на поверхні мозку)","Intradural use","ua_43_94","false",null,null,null
"95","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.228","2024-09-20T17:44:30.150","100000075241","11","3","Інтрадуоденальне застосування","Intraduodenal use","ua_43_95","false",null,null,null
"96","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.231","2024-09-20T17:44:30.152","100000075242","11","3","Інтраназальне застосування","Intranasal use","ua_43_96","false",null,null,null
"97","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.235","2024-09-20T17:44:30.155","100000075243","9","3","Місцеве застосування","Local use","ua_43_97","false",null,null,null
"98","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.238","2024-09-20T17:44:30.157","100000075244","10","3","Не зазначено","Not mentioned","ua_43_98","false",null,null,null
"99","null","null","1.0","RoutesAndMethodsOfAdministration","2023-10-10T20:55:59.241","2024-09-20T17:44:30.160","100000075245","9","3","Застосування in vitro","In vitro use","ua_43_99","false",null,null,null
