no,atc,atc_parent,vsn,model,created_on,modified_on,source_term_id,source_vsn,status,item_ua,item_en,item_code,manual,term_short_ua,term_short_en,term_desc
"11","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.388","2024-09-23T16:22:34.664","100000167474","2","1","Ідентифікатор запиту в системі управління організації (OMS)","OMS Request Identifier","ua_45_11","false","Ідентифікатор запиту в системі управління організації (OMS)","OMS Req_ID","Ідентифікатор запиту, який використовується для унікальної ідентифікації запитів на зміни для змін в словнику системи управління організації (OMS)."
"12","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.390","2024-09-23T16:22:34.666","100000167575","2","1","Глобальний номер товарної позиції GS1","GS1 Global Trade Item Number","ua_45_12","false","Глобальний номер товарної позиції GS1","GS1 GTIN","Ідентифікаційний ключ GS1, який використовується для ідентифікації товарних позицій."
"13","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.392","2024-09-23T16:22:34.669","100000168506","3","1","Загальний довідник EMA Eudra","EMA Eudra Common Directory","ua_45_13","false","Загальний довідник EMA Eudra","EMA ECD","Ця система є системою управління контактами та організацією Агентства та використовується для надання контактних даних та даних про організацію іншим системам Агентства, таким як база даних експертів; система управління заходами (MMS); система управління поданнями (SIAMED); корпоративна база даних (CorpGXP); тощо. Загальний довідник EMA Eudra (ECD) також служить базою даних автентифікації та використовується для зберігання облікових даних користувачів і прав доступу до багатьох програм."
"14","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.394","2024-09-23T16:22:34.671","100000169811","3","1","Номер EMA для малого та середнього підприємства","EMA Small and Medium-sized enterprise number","ua_45_14","false","Номер EMA для малого та середнього підприємства","EMA SME Number","Ідентифікаційний номер, виданий EMA, коли організації надається статус малого та середнього підприємства (SME)."
"15","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.396","2024-09-23T16:22:34.674","100000169812","2","1","UCUM - Уніфікований код для одиниць вимірювання","UCUM - Unified Code for Units of Measurement","ua_45_15","false","UCUM - Уніфікований код для одиниць вимірювання","UCUM","Уніфікований код для одиниць вимірювання (UCUM) — це кодова система, призначена для включення всіх одиниць вимірювання, які зараз використовуються в міжнародній науці, техніці та підприємництві. Мета полягає в тому, щоб сприяти однозначному електронному обміну інформацією щодо кількості та її одиниць. Основна увага приділяється електронному обміну інформацією, на відміну від спілкування між людьми."
"16","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.397","2024-09-23T16:22:34.676","100000169813","2","1","BfArM - Федеральний інститут ліків і виробів медичного призначення","BfArM - Federal Institute for Drugs and Medical Devices","ua_45_16","false","BfArM - Федеральний інститут ліків і виробів медичного призначення","BfArM",null
"17","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.400","2024-09-23T16:22:34.679","100000170407","2","1","Ключ організаційної системи розширеного словника лікарських засобів EudraVigilance","Extended EudraVigilance Medicinal Product Dictionary organisation system key","ua_45_17","false","Ключ організаійної системи xEVMPD","xEVMPD organisation system key","Системний первинний ключ запису організації, що зберігається в xEVMPD."
"18","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.402","2024-09-23T16:22:34.681","100000170742","2","1","Індивідуальний ідентифікатор в системі управління організації (OMS)","OMS Individual Identifier","ua_45_18","false","Індивідуальний ідентифікатор в системі управління організації (OMS)","OMS Ind_ID","Індивідуальний ідентифікатор, який використовується для унікальної ідентифікації осіб в системі управління організації (OMS)."
"19","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.403","2024-09-23T16:22:34.684","200000018817","3","1","Унікальний ідентифікатор інгредієнта","Unique Ingredient Identifier","ua_45_19","false","Унікальний ідентифікатор інгредієнта","UNII",null
"20","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.405","2024-09-23T16:22:34.686","100000153730","2","1","електронний Загальний технічний документ","electronic Common Technical Document","ua_45_20","false","електронний Загальний технічний документ","eCTD",null
"21","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.406","2024-09-23T16:22:34.688","200000022798","2","1","Європейський банк даних виробів медичного призначеня","European Databank on Medical Devices","ua_45_21","false","Європейський банк даних виробів медичного призначеня","EUDAMED",null
"22","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.408","2024-09-23T16:22:34.691","100000172923","2","1","Ключ організаційної системи європейської бази даних інспекцій","European Inspections Database organisation system key","ua_45_22","false","Ключ організаційної системи EudraGMDP","EudraGMDP organisation system key","Системний первинний ключ запису організації, що зберігається в EudraGMDP."
"23","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.410","2024-09-23T16:22:34.693","200000023337","2","1","Міжінституційне керівництво ЄС зі стилю","EU Interinstitutional Style Guide","ua_45_23","false",null,null,null
"24","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.412","2024-09-23T16:22:34.726","200000003444","2","1","Динаміка щодо лікарських засобів для людини у EudraVigilance","EudraVigilance Human Dynamics","ua_45_24","false","Динаміка щодо лікарських засобів для людини у EudraVigilance","EV_HD","База даних, яка використовується модулями EudraVigilance; містить інформацію про Звіти з безпеки (ICSR), повідомлення про препарати і речовини, користувачів EV та організації EV."
"25","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.414","2024-09-23T16:22:34.729","100000000015","3","4","Всесвітня організація охорони здоров’я","World Heath Organization","ua_45_25","false","Всесвітня організація охорони здоров’я","WHO",null
"26","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.416","2024-09-23T16:22:34.732","100000000016","3","4","Європейський директорат з якості лікарських засобів та охорони здоров'я","European Directorate for the Quality of Medicines & HealthCare","ua_45_26","false","Європейський директорат з якості лікарських засобів та охорони здоров'я","EDQM",null
"27","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.418","2024-09-23T16:22:34.735","100000000017","5","4","Міжнародна конференція з гармонізації технічних вимог до реєстрації лікарських засобів для людини","International Conference of Harmonisation of Technical Requirements for Registration of Pharmaceuticals for Human Use","ua_45_27","false","Міжнародна конференція з гармонізації","ICH",null
"28","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.420","2024-09-23T16:22:34.739","100000000018","3","4","Організація технічного обслуговування та допоміжних послуг","Maintenance and Support Services Organization","ua_45_28","false","Організація технічного обслуговування та допоміжних послуг","MSSO",null
"29","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.422","2024-09-23T16:22:34.745","100000000019","3","1","Медичний словник з регуляторної діяльності","Medical Dictionary for Regulatory Activities","ua_45_29","false","Медичний словник з регуляторної діяльності","MedDRA","Медичний словник регуляторної діяльності, також відомий як MedDRA, — це дійсна медична термінологія, розроблена з метою спрощенного використання для введення, пошуку, аналізу та відображення даних, а також відповідного баланса між чутливістю та специфічністю в нормативному середовищі. Словник був розроблений Міжнародною конференцією з гармонізації (ICH) і належить Міжнародній федерації виробників та асоціацій фармацевтичної промисловості (IFPMA), яка діє як довірчий орган керівного комітету ICH. Термінологія медичного словника регуляторної діяльності застосовується до всіх етапів розробки ліків, за винятком токсикології тварин. Словник також стосується ефектів на здоров’я та несправності пристроїв. Словник є одним із глобальних стандартів медичної термінології, окрім Міжнародної класифікації хвороб (ICD) або Систематизованої номенклатури медичних клінічних термінів (SNOMED CT). Це стандартна медична термінологія в адміністративній сфері/сфері регулювання лікарських засобів."
"30","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.424","2024-09-23T16:22:34.749","100000000020","3","4","Комітет з лікарських засобів для ветеринарії","Committee for Medicinal Products for Veterinary Use","ua_45_30","false","Комітет з лікарських засобів для ветеринарії","CVMP",null
"31","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.426","2024-09-23T16:22:34.753","100000000021","4","1","Ветеринарний словник щодо діяльності з регулювання лікарських засобів","Veterinary Dictionary For Drug Regulatory Activities","ua_45_31","false","Ветеринарний словник щодо діяльності з регулювання лікарських засобів","VedDRA","Ветеринарний словник термінології діяльності з регулювання лікарських засобів, список видів і порід, а також додаткова контрольована термінологія є невід’ємною частиною системи ЄС для електронного звітування про побічні реакції на ветеринарні препарати, EudraVigilance Veterinary, що дозволяє систематично кодувати та аналізувати повідомлені побічні реакції на ветеринарні препарати. Ветеринарний словник діяльності з регулювання лікарських засобів – ефекти у людини: клінічна термінологія, спеціально розроблена для електронного повідомлення про побічні реакції у людей і тварин на ветеринарні препарати (Список клінічних термінів для звітування про підозрювані побічні реакції у людей на ветеринарні лікарські засоби (EMEA/CVMP/ 891/04)) та Список клінічних термінів для повідомлення про підозрювані побічні реакції у тварин на ветеринарні лікарські засоби (EMEA/CVMP/413/99))."
"32","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.428","2024-09-23T16:22:34.758","100000000022","3","4","Міжнародна організація зі стандартизації","International Organization for Standardization","ua_45_32","false","Міжнародна організація зі стандартизації","ISO",null
"33","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.430","2024-09-23T16:22:34.766","100000000023","8","3","3-значні цифрові коди ISO 3166-1 для представлення назв країн та їхніх адміністративно-територіальних одиниць","de 31661","ua_45_33","false","de ISO 3166-1 цифровий","de ISO 3166-1 numeric","ISO 3166-1 — це коди для представлення назв країн та та їхніх адміністративно-територіальних одиниць. Перевагою 3-значного цифрового коду є відносно сильна незалежність від шрифта, тобто, на відміну від латинських символів буквених кодів, цифри, які використовуються в 3-значному цифровому коді, також використовуються в кириличному, японському або грецькому шрифтах. Тому їх правильно розуміють і тлумачать у країнах, де використовуються ці нелатинські шрифти."
"34","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.432","2024-09-23T16:22:34.770","100000000024","4","1","Представлення статей людини","Representation of human sexes","ua_45_34","false","ISO 5218","ISO 5218","Міжнародний стандарт ISO 5218 визначає представлення статі людини за допомогою нейтрального щодо мови однозначного цифрового коду. Він може використовуватися в інформаційних системах, таких як програми баз даних. Стандарт визначає, що показчик може містити посилання на його використання"
"35","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.435","2024-09-23T16:22:34.823","200000005019","1","1","Терміни, контрольовані Європейським Союзом у сфері телематики","European Union Telematics Controlled Terms","ua_45_35","false","Терміни, контрольовані Європейським Союзом у сфері телематики","EUTCT",null
"36","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.436","2024-09-23T16:22:34.827","200000005700","2","1","Динаміка щодо ветеринарних препаратів у EudraVigilance","EudraVigilance Veterinary Dynamics","ua_45_36","false","Динаміка щодо ветеринарних препаратів у EudraVigilance","EV_VD",null
"37","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.438","2024-09-23T16:22:34.830","200000005826","1","1","БАНК ДАНИХ ПРО БІЛКИ (PDB)","PROTEIN DATA BANK (PDB)","ua_45_37","false",null,null,null
"38","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.440","2024-09-23T16:22:34.833","200000005825","1","3","ДОВІДНИК РЕЦЕПТУР ДЛЯ ВИГОТОВЛЕННЯ ЛІКАРСЬКИХ ЗАСОБІВ","HANDBOOK OF PHARMACEUTICAL MANUFACTURING FORMULATIONS","ua_45_38","false",null,null,null
"39","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.442","2024-09-23T16:22:34.837","200000005829","1","1","ЄВРОПЕЙСЬКЕ УПРАВЛІННЯ З БЕЗПЕКИ ХАРЧОВИХ ПРОДУКТІВ (EFSA)","EUROPEAN FOOD SAFETY AUTHORITY (EFSA)","ua_45_39","false",null,null,null
"40","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.443","2024-09-23T16:22:34.840","200000005828","1","1","Індекс назв грибів","INDEX FUNGORUM","ua_45_40","false",null,null,null
"41","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.445","2024-09-23T16:22:34.843","200000005827","1","1","КИТАЙСЬКЕ УПРАВЛІННЯ З КОНТРОЛЮ ЗА ПРОДУКТАМИ ХАРЧУВАННЯ ТА ЛІКАРСЬКИМИ ЗАСОБАМИ","CHINA FOOD AND DRUG ADMINISTRATION","ua_45_41","false",null,null,null
"42","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.447","2024-09-23T16:22:34.847","200000010646","2","1","Ветеринарна міжнародна конференція з гармонізації","Veterinary International Conference on Harmonization","ua_45_42","false","Ветеринарна міжнародна конференція з гармонізації","VICH",null
"43","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.449","2024-09-23T16:22:34.850","200000010685","2","1","УПРАВЛІННЯ З ПИТАНЬ ХАРЧОВИХ ПРОДУКТІВ ТА ЛІКАРСЬКИХ ЗАСОБІВ","FOOD AND DRUG ADMINISTRATION","ua_45_43","false","УПРАВЛІННЯ З ПИТАНЬ ХАРЧОВИХ ПРОДУКТІВ ТА ЛІКАРСЬКИХ ЗАСОБІВ","FDA",null
"44","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.451","2024-09-23T16:22:34.853","100000072041","2","1","2-буквенні коди ISO 3166-1 для представлення назв країн та їхніх адміністративно-територіальних одиниць","2-letter ISO 3166-1 Codes for the representation of names of countries and their subdivisions","ua_45_44","false","2-буквенні коди ISO 3166-1","ISO 3166-1 alpha-2","ISO 3166-1 — це коди для представлення назв країн та їхніх адміністративно-територіальних одиниць. Він містить двобуквений код, який рекомендується використовувати як код загального призначення. 2-значний буквенний код є найбільш широко використовуваним і, крім того, він є основою для інших систем кодування, які додають інші буквенні або цифрові символи до 2-значних буквенних елементів коду. Прикладами є коди валют із ISO 4217 або кодекс ООН для торгівлі та транспортних місць (UN/LOCODE)."
"45","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.453","2024-09-23T16:22:34.857","100000072042","2","1","3-літерні коди ISO 3166-1 для представлення назв країн та їхніх адміністративно-територіальних одиниць","3-letter ISO 3166-1 Codes for the representation of names of countries and their subdivisions","ua_45_45","false","3-літерні коди ISO 3166-1","ISO 3166-1 alpha-3","ISO 3166-1 — це коди для представлення назв країн та їхніх адміністративно-територіальних одиниць. 3-значний буквенний код має кращі мнемонічні властивості, оскільки він забезпечує кращу візуальну асоціацію між назвою країни та елементом коду, ніж 2-значний буквенний код."
"46","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.454","2024-09-23T16:22:34.861","100000072043","2","1","Всесвітня організація охорони здоров'я - термінологія побічних реакцій","World Health Organization-Adverse Reaction Terminology","ua_45_46","false","Всесвітня організація охорони здоров'я - термінологія побічних реакцій","WHO-ART","Термінологія ВООЗ щодо побічних реакцій (WHOART) — це словник, призначений слугувати основою для раціонального кодування термінів побічних реакцій. Система підтримується Центром моніторингу в м. Уппсала (UMC), Центром співпраці ВООЗ з міжнародного моніторингу лікарських засобів."
"47","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.456","2024-09-23T16:22:34.864","100000072044","2","1","Термінологія побічних реакцій Hoechst","Hoechst Adverse Reaction Terminology","ua_45_47","false","Система термінології побічних реакцій Hoechst","HARTS","Деякі організації модифікували існуючу термінологію для використання в компанії чи регіоні або розробили абсолютно нові системи. Деякі з них, зокрема система термінології побічних реакцій Hoechst (HARTS), поширилися далеко за межі материнської компанії (Hoechst, тепер Aventis)."
"48","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.457","2024-09-23T16:22:34.867","100000072045","2","1","Тезаурус символів для кодування термінів побічних реакцій","Coding Symbols for a Thesaurus of Adverse Reaction Terms.","ua_45_48","false","Тезаурус символів для кодування термінів побічних реакцій","COSTART","Тезаурус символів для кодування термінів побічних реакцій (COSTART) було розроблено Управлінням з контролю за якістю харчових продуктів і ліків США (FDA) для кодування, зберігання та пошуку постмаркетингових звітів про побічні реакції. COSTART пропонує метод, який дозволяє впоратися з розбіжностями у термінології, який використовують ті, хто подає звіти про побічні явища до FDA. Використання цього словника дозволило стандартизувати повідомлення про побічні реакції, що подаються до FDA, у послідовний спосіб. Нещодавно COSTART було замінено на MedDRA."
"49","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.459","2024-09-23T16:22:34.870","100000072046","2","1","Міжнародна статистична класифікація хвороб і проблем, пов’язаних зі здоров’ям","International Statistical Classification of Diseases and Related Health Problems","ua_45_49","false","Міжнародна класифікація хвороб","ICD","Міжнародна статистична класифікація хвороб і пов’язаних проблем зі здоров’ям (найбільш відома під абревіатурою ICD) надає коди для класифікації хвороб і широкого спектру ознак, симптомів, відхилень, скарг, соціальних обставин і зовнішніх причин травми чи хвороби. Кожен стан здоров’я можна віднести до унікальної категорії та отримати код довжиною до шести символів. Такі категорії можуть включати безліч схожих захворювань. Міжнародна класифікація хвороб опублікована Всесвітньою організацією охорони здоров'я. ICD використовується в усьому світі для статистики захворюваності та смертності, систем відшкодування та автоматизованої підтримки прийняття рішень у медицині. Ця система розроблена для сприяння міжнародній порівнянності в зборі, обробці, класифікації та представленні цих статистичних даних. ICD є основною класифікацією Сімейства міжнародних класифікацій ВООЗ (WHO-FIC)."
"50","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.461","2024-09-23T16:22:34.873","100000072047","2","1","Японська термінологія побічних реакцій","Japanese Adverse Reaction Terminology","ua_45_50","false","Японська термінологія побічних реакцій","J-ART","Японська термінологія побічних реакцій (J-ART) була створена на основі термінології побічних реакцій Всесвітньої організації охорони здоров’я та є продуктом Міністерства охорони здоров’я, праці та соціального забезпечення Японії (MHLW). J-ART складається з 30 класів систем органів, 1576 пріоритетних термінів і 2668 включених термінів."
"51","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.462","2024-09-23T16:22:34.876","100000072048","2","1","ISO 639-1 Коди для представлення назв мов","ISO 639-1 Codes for the representation of names of languages","ua_45_51","false","ISO 639-1","ISO 639-1","ISO 639-1, Коди для представлення назв мов - Частина 1: 2-значний буквенний код, був розроблений головним чином для використання в термінології і містить ідентифікатори основних мов світу, для яких була розроблена спеціальна термінологія. Мови, розроблені виключно для машинного використання, такі як мови комп’ютерного програмування, не включені до цього коду."
"52","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.464","2024-09-23T16:22:34.881","100000073351","3","3","Європейська фармакопея","Pharmacopée Europeen","ua_45_52","false",null,null,null
"53","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.465","2024-09-23T16:22:34.884","100000073361","2","1","Стандартні терміни для лікарських форм, шляхів введення та контейнерів","Standard Terms for dosage forms, routes of administration and containers","ua_45_53","false",null,null,"Стандартні терміни лікарських форм, шляхів введення та контейнерів. Список від EDQM - Європейського директорату з якості ліків і охорони здоров'я"
"54","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.467","2024-09-23T16:22:34.887","100000093553","3","1","Анатомо-терапевтична хімічна система класифікації - лікарські засоби для людини","Anatomical Therapeutic Chemical Classification System - Human","ua_45_54","false",null,null,null
"55","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.468","2024-09-23T16:22:34.891","100000075665","3","1","Розширений словник лікарських засобів EudraVigilance","Extended EudraVigilance Medicinal Product Dictionary","ua_45_55","false","Розширений словник лікарських засобів EudraVigilance","xEVMPD","Словник лікарських засобів EudraVigilance (EVMPD) було розроблено EMEA у співпраці з експертами з імплементації EudraVigilance. Основною метою EVMPD було сприяти діяльності з фармаконагляду в Європейській економічній зоні (ЄЕЗ). Таким чином, EVMPD було розроблено для підтримки збору, повідомлення, кодування та оцінки даних ліцензованих та досліджуваних лікарських засобів у стандартизований і структурований спосіб. У грудні 2010 року в Європейському Союзі (ЄС) було прийнято нове законодавство про фармаконагляд, яке вносить зміни до чинного законодавства, що призвело до необхідності оновлення EVMPD відповідно до формату електронного подання інформації про лікарські засоби, опублікованого Агентством 1 липня 2011 року. У новому форматі EVMPD було перейменовано в Розширений словник лікарських засобів (XEVMPD), що дозволяє Агентству створювати список усіх лікарських засобів, ліцензованих і зареєстрованих у ЄС, точно ідентифікувати ліки (особливо ліки, включені до звітів про підозрювані побічні реакції) і координувати регулювання та моніторинг безпеки лікарських засобів у всьому ЄС."
"56","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.470","2024-09-23T16:22:34.894","100000075715","4","1","МНН","INN","ua_45_56","false",null,null,null
"57","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.471","2024-09-23T16:22:34.897","100000098687","4","3","Міжнародні непатентовані назви лікарських речовин","International Nonproprietary Names For Pharmaceutical Substances","ua_45_57","false",null,null,null
"58","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.472","2024-09-23T16:22:34.900","100000107033","2","1","Максимально допустимі види залишків","Maximum Residue Limit Species","ua_45_58","false","Види MRL","MRL Species",null
"59","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.474","2024-09-23T16:22:34.902","100000108873","2","1","Цільові види","Target Species","ua_45_59","false","Цільові види","Target Species",null
"60","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.475","2024-09-23T16:22:34.905","100000111573","2","1","4-літерні коди ISO 3166-3 для представлення назв країн та їхніх адміністративно-територіальних одиниць","4-letter ISO 3166-3 Codes for the representation of names of countries and their subdivisions","ua_45_60","false","4-літерні коди ISO 3166-3","ISO 3166-3 alpha-4",null
"61","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.477","2024-09-23T16:22:34.908","100000115254","2","1","Інформаційна система з лікарських засобів національних компетентних органів Німеччини","Drug Information System of the National Competent Authorities in Germany","ua_45_61","false","Інформаційна система лікарських засобів","AMIS","Інформаційна система лікарських засобів (AMIS) підтримується національними компетентними органами Німеччини, Федеральним інститутом лікарських засобів та медичної продукції (BfArM), Інститутом Пауля-Ерліха (PEI) та Федеральним міністерством з питань захисту прав споживачів та безпеки життєдіяльності (BVL) і розміщується в Німецькому інституті медичної документації та інформації (DIMDI)"
"62","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.480","2024-09-23T16:22:34.911","100000116697","3","1","Анатомо-терапевтична хімічна система класифікації - ветеринарія","Anatomical Therapeutic Chemical classification system - Veterinary","ua_45_62","false",null,null,null
"63","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.481","2024-09-23T16:22:34.914","100000146031","3","1","Додаток I Регламенту Комісії (ЄС) № 1234/2008 від 24 листопада 2008 року - Регламент про зміни","Annex I of the Commission Regulation (EC) No 1234/2008 of 24 November 2008 - Variations Regulation","ua_45_63","false",null,null,null
"64","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.483","2024-09-23T16:22:34.916","100000146032","2","1","Додаток до Керівництва щодо детальних даних різних категорій змін, опублікований 12 грудня 2008 р.","Annex of the Guideline on the details of the various categories of variation, as published on the 12th December 2008","ua_45_64","false",null,null,null
"65","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.484","2024-09-23T16:22:34.919","100000146033","2","1","Додаток до Керівництва щодо детальних даних різних категорій змін, опублікований 16 травня 2013 р.","Annex of the Guideline on the details of the various categories of variation, as published on the 16th May 2013","ua_45_65","false",null,null,null
"66","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.485","2024-09-23T16:22:34.922","100000146034","2","1","Форма заяви на внесення змін до торгової ліцензії","Application Form for a variation to a Marketing Authorisation","ua_45_66","false",null,null,null
"67","null","null","1.0","SourceOfInformation","2023-10-12T12:02:18.487","2024-09-23T16:22:34.925","100000146035","3","1","SIAMED - система управління централізованою процедуро (СР) EMA","SIAMED - EMA CP management system","ua_45_67","false",null,null,null
"68","null","null","1.0","SourceOfInformation","2024-09-23T16:22:34.695","2024-09-23T16:22:34.698","200000024893","2","1","Послуги з управління препаратами","Product Management Services","ua_45_68","false","Послуги з управління препаратами","PMS",null
"69","null","null","1.0","SourceOfInformation","2024-09-23T16:22:34.700","2024-09-23T16:22:34.701","200000025171","2","1","Документ заявника","Applicant’s document","ua_45_69","false",null,null,null
"70","null","null","1.0","SourceOfInformation","2024-09-23T16:22:34.703","2024-09-23T16:22:34.705","200000025197","5","1","Група з валідації речовин","Substance Validation Group","ua_45_70","false","Група з валідації речовин","SVG",null
